product,first_addr,second_addr,third_addr,first_areaid,second_areaid,third_areaid,fenci,area_label,prod_label
平远香菇,广东,梅州,归口梅州,44,4414,441499,平远 香菇,平远,平远香菇
延寿堂药糕,广东,梅州,归口梅州,44,4414,441499,延寿 堂药 糕,延寿,堂药糕
捶肉丸,广东,梅州,归口梅州,44,4414,441499,捶 肉丸,,捶肉丸
新铺花生,广东,梅州,归口梅州,44,4414,441499,新铺 花生,新铺,新铺花生
松源麦芽糖,广东,梅州,归口梅州,44,4414,441499,松源 麦芽糖,松源,麦芽糖
柚皮凉果,广东,梅州,归口梅州,44,4414,441499,柚皮 凉果,柚皮,柚皮凉果
梅县清凉山茶,广东,梅州,归口梅州,44,4414,441499,梅县 清凉山 茶,梅县,清凉山茶
梅干菜,广东,梅州,归口梅州,44,4414,441499,梅干菜,,梅干菜
棉洋桃驳李,广东,梅州,归口梅州,44,4414,441499,棉 洋桃 驳 李,,棉洋桃驳李
汤南菜脯,广东,梅州,归口梅州,44,4414,441499,汤南 菜脯,汤南,汤南菜脯
汤南面线,广东,梅州,归口梅州,44,4414,441499,汤 南面 线,,汤南面线
汤坑咸菜,广东,梅州,归口梅州,44,4414,441499,汤坑 咸菜,汤坑,汤坑咸菜
汤坑牛肉丸,广东,梅州,归口梅州,44,4414,441499,汤坑 牛肉丸,汤坑,牛肉丸
泗水金橘,广东,梅州,归口梅州,44,4414,441499,泗水 金橘,泗水,泗水金橘
清水鲩圆,广东,梅州,归口梅州,44,4414,441499,清水 鲩 圆,清水,清水鲩圆
留隍云片糕,广东,梅州,归口梅州,44,4414,441499,留隍 云片糕,留隍,云片糕
百侯芒果,广东,梅州,归口梅州,44,4414,441499,百侯 芒果,百侯,百侯芒果
盐锔鸡,广东,梅州,归口梅州,44,4414,441499,盐 锔 鸡,,盐锔鸡
石门岭杨桃,广东,梅州,归口梅州,44,4414,441499,石门 岭 杨桃,石门,岭杨桃
竹稻米,广东,梅州,归口梅州,44,4414,441499,竹 稻米,,竹稻米
笔架山茶,广东,梅州,归口梅州,44,4414,441499,笔架山 茶,,笔架山茶
红菌豆腐头,广东,梅州,归口梅州,44,4414,441499,红菌 豆腐 头,红菌,豆腐头
聚通豉油,广东,梅州,归口梅州,44,4414,441499,聚通豉 油,,聚通豉油
茅坪锅笃茶,广东,梅州,归口梅州,44,4414,441499,茅坪 锅 笃 茶,茅坪,锅笃茶
萝卜苗茶,广东,梅州,归口梅州,44,4414,441499,萝卜 苗茶,萝卜,萝卜苗茶
蕉岭大理石,广东,梅州,归口梅州,44,4414,441499,蕉岭 大理石,蕉岭,大理石
蕉岭淮山,广东,梅州,归口梅州,44,4414,441499,蕉岭 淮山,蕉岭,蕉岭淮山
蕉岭灵芝,广东,梅州,归口梅州,44,4414,441499,蕉岭 灵芝,蕉岭,蕉岭灵芝
蕉岭红菇,广东,梅州,归口梅州,44,4414,441499,蕉岭 红菇,蕉岭,蕉岭红菇
蕉岭葛根,广东,梅州,归口梅州,44,4414,441499,蕉岭 葛根,蕉岭,蕉岭葛根
蕉岭豆干,广东,梅州,归口梅州,44,4414,441499,蕉岭 豆干,蕉岭,蕉岭豆干
蕉岭金桔,广东,梅州,归口梅州,44,4414,441499,蕉岭 金桔,蕉岭,蕉岭金桔
蘸仔鸭,广东,梅州,归口梅州,44,4414,441499,蘸 仔 鸭,,蘸仔鸭
西岩茶,广东,梅州,归口梅州,44,4414,441499,西 岩茶,,西岩茶
酿豆腐,广东,梅州,归口梅州,44,4414,441499,酿 豆腐,,酿豆腐
醋溜鱼,广东,梅州,归口梅州,44,4414,441499,醋溜 鱼,,醋溜鱼
长田沙田柚,广东,梅州,归口梅州,44,4414,441499,长田 沙田柚,长田,沙田柚
青榄,广东,梅州,归口梅州,44,4414,441499,青榄,,青榄
马图茶,广东,梅州,归口梅州,44,4414,441499,马图 茶,,马图茶
黄坑绿茶,广东,梅州,归口梅州,44,4414,441499,黄坑 绿茶,黄坑,黄坑绿茶
黄金橙糖,广东,梅州,归口梅州,44,4414,441499,黄金 橙糖,黄金,黄金橙糖
丰顺捆粄,广东,梅州,丰顺县,44,4414,441423,丰顺 捆 粄,丰顺,丰顺捆粄
五香干卤鸭,广东,梅州,丰顺县,44,4414,441423,五香 干 卤鸭,五香,干卤鸭
仙人粄,广东,梅州,丰顺县,44,4414,441423,仙人 粄,,仙人粄
地豆糖,广东,梅州,丰顺县,44,4414,441423,地豆 糖,,地豆糖
客家三杯鸡,广东,梅州,丰顺县,44,4414,441423,客家 三杯 鸡,客家,三杯鸡
客家炒猪肠,广东,梅州,丰顺县,44,4414,441423,客家 炒 猪肠,客家,炒猪肠
客家炸豆腐,广东,梅州,丰顺县,44,4414,441423,客家 炸豆腐,客家,炸豆腐
客家牛肉丸,广东,梅州,丰顺县,44,4414,441423,客家 牛肉丸,客家,牛肉丸
客家白切鸡,广东,梅州,丰顺县,44,4414,441423,客家 白切 鸡,客家,白切鸡
客家酿鸡蛋,广东,梅州,丰顺县,44,4414,441423,客家 酿 鸡蛋,客家,酿鸡蛋
汤坑炒粄,广东,梅州,丰顺县,44,4414,441423,汤坑 炒 粄,汤坑,汤坑炒粄
猪油软糖,广东,梅州,丰顺县,44,4414,441423,猪油 软糖,猪油,猪油软糖
生鱼脍,广东,梅州,丰顺县,44,4414,441423,生鱼 脍,,生鱼脍
碗子粄,广东,梅州,丰顺县,44,4414,441423,碗 子 粄,,碗子粄
红焖猪手,广东,梅州,丰顺县,44,4414,441423,红焖 猪手,红焖,红焖猪手
羊肉煲,广东,梅州,丰顺县,44,4414,441423,羊肉 煲,,羊肉煲
薯粄,广东,梅州,丰顺县,44,4414,441423,薯 粄,,薯粄
薯粉豆干,广东,梅州,丰顺县,44,4414,441423,薯粉 豆干,薯粉,薯粉豆干
黄金姜糖,广东,梅州,丰顺县,44,4414,441423,黄金 姜糖,黄金,黄金姜糖
黄金粄条,广东,梅州,丰顺县,44,4414,441423,黄金 粄 条,黄金,黄金粄条
五华楼江甜粄,广东,梅州,五华县,44,4414,441424,五华 楼江 甜 粄,五华,楼江甜粄
五华生鱼脍,广东,梅州,五华县,44,4414,441424,五华 生鱼 脍,五华,生鱼脍
五华禾梨,广东,梅州,五华县,44,4414,441424,五华 禾 梨,五华,五华禾梨
五华茶叶,广东,梅州,五华县,44,4414,441424,五华 茶叶,五华,五华茶叶
五华酿豆腐,广东,梅州,五华县,44,4414,441424,五华 酿 豆腐,五华,酿豆腐
双华板栗,广东,梅州,五华县,44,4414,441424,双华 板栗,双华,双华板栗
天五华柱山茶,广东,梅州,五华县,44,4414,441424,天 五华 柱 山茶,,天五华柱山茶
新桥腐竹,广东,梅州,五华县,44,4414,441424,新桥 腐竹,新桥,新桥腐竹
炸角子,广东,梅州,五华县,44,4414,441424,炸 角子,,炸角子
白切猪手,广东,梅州,五华县,44,4414,441424,白切 猪手,白切,白切猪手
益塘荔枝,广东,梅州,五华县,44,4414,441424,益塘 荔枝,益塘,益塘荔枝
福米,广东,梅州,五华县,44,4414,441424,福米,,福米
苎叶粄,广东,梅州,五华县,44,4414,441424,苎 叶 粄,,苎叶粄
菩米,广东,梅州,五华县,44,4414,441424,菩米,,菩米
转水红曲,广东,梅州,五华县,44,4414,441424,转水 红曲,转水,转水红曲
酒饼,广东,梅州,五华县,44,4414,441424,酒饼,,酒饼
金柚,广东,梅州,五华县,44,4414,441424,金柚,,金柚
黄粄,广东,梅州,五华县,44,4414,441424,黄 粄,,黄粄
乐仙腐竹,广东,梅州,兴宁市,44,4414,441481,乐仙 腐竹,乐仙,乐仙腐竹
五指毛桃根汤,广东,梅州,兴宁市,44,4414,441481,五指毛桃 根汤,五指毛桃,根汤
兴宁乡村酒糟鱼,广东,梅州,兴宁市,44,4414,441481,兴宁 乡村 酒糟鱼,兴宁,乡村酒糟鱼
兴宁单丛茶,广东,梅州,兴宁市,44,4414,441481,兴宁 单丛 茶,兴宁,单丛茶
兴宁生鱼脍,广东,梅州,兴宁市,44,4414,441481,兴宁 生鱼 脍,兴宁,生鱼脍
兴宁盐锔鸡,广东,梅州,兴宁市,44,4414,441481,兴宁 盐 锔 鸡,兴宁,盐锔鸡
兴宁龙田龙眼,广东,梅州,兴宁市,44,4414,441481,兴宁 龙田 龙眼,兴宁,龙田龙眼
和山琵琶,广东,梅州,兴宁市,44,4414,441481,和 山 琵琶,,和山琵琶
大坑陶瓷,广东,梅州,兴宁市,44,4414,441481,大坑 陶瓷,大坑,大坑陶瓷
大坪布骆包子豆腐,广东,梅州,兴宁市,44,4414,441481,大坪 布 骆 包子 豆腐,大坪,布骆包子豆腐
姜丝炒大肠,广东,梅州,兴宁市,44,4414,441481,姜丝 炒 大肠,姜丝,炒大肠
宁塘毛笔,广东,梅州,兴宁市,44,4414,441481,宁塘 毛笔,宁塘,宁塘毛笔
官田茶,广东,梅州,兴宁市,44,4414,441481,官田 茶,,官田茶
径南三华李,广东,梅州,兴宁市,44,4414,441481,径南三华 李,,径南三华李
径南宝山柿,广东,梅州,兴宁市,44,4414,441481,径南 宝山 柿,径南,宝山柿
溜锅板,广东,梅州,兴宁市,44,4414,441481,溜 锅板,,溜锅板
炸腐卷,广东,梅州,兴宁市,44,4414,441481,炸腐卷,,炸腐卷
珍珠红酒,广东,梅州,兴宁市,44,4414,441481,珍珠 红酒,珍珠,珍珠红酒
石马番豆,广东,梅州,兴宁市,44,4414,441481,石马 番 豆,石马,石马番豆
砸棕,广东,梅州,兴宁市,44,4414,441481,砸 棕,,砸棕
花生焖猪脚,广东,梅州,兴宁市,44,4414,441481,花生 焖 猪脚,花生,焖猪脚
萝卜丸,广东,梅州,兴宁市,44,4414,441481,萝卜 丸,,萝卜丸
萝卜板,广东,梅州,兴宁市,44,4414,441481,萝卜 板,,萝卜板
西利柴把鸭,广东,梅州,兴宁市,44,4414,441481,西利 柴把 鸭,西利,柴把鸭
鸡雄鹅掌,广东,梅州,兴宁市,44,4414,441481,鸡雄 鹅掌,鸡雄,鸡雄鹅掌
鸡颈板,广东,梅州,兴宁市,44,4414,441481,鸡颈板,,鸡颈板
客家三色粄,广东,梅州,兴宁市,44,4414,441481,客家 三色 粄,客家,三色粄
客家油馃子,广东,梅州,兴宁市,44,4414,441481,客家 油 馃 子,客家,油馃子
大埔忆子粄,广东,梅州,大埔县,44,4414,441422,大埔 忆 子 粄,大埔,忆子粄
大埔牛肉干,广东,梅州,大埔县,44,4414,441422,大埔 牛肉干,大埔,牛肉干
大埔老鼠粄,广东,梅州,大埔县,44,4414,441422,大埔 老鼠 粄,大埔,老鼠粄
大埔苦笋煲,广东,梅州,大埔县,44,4414,441422,大埔 苦笋 煲,大埔,苦笋煲
大埔豆腐干,广东,梅州,大埔县,44,4414,441422,大埔 豆腐干,大埔,豆腐干
梅州英冠腐竹,广东,梅州,大埔县,44,4414,441422,梅州 英冠 腐竹,梅州,英冠腐竹
珍珠粄,广东,梅州,大埔县,44,4414,441422,珍珠 粄,,珍珠粄
百侯薄饼,广东,梅州,大埔县,44,4414,441422,百侯 薄饼,百侯,百侯薄饼
笋粄,广东,梅州,大埔县,44,4414,441422,笋 粄,,笋粄
算盘子,广东,梅州,大埔县,44,4414,441422,算盘子,,算盘子
绿豆粄,广东,梅州,大埔县,44,4414,441422,绿豆 粄,,绿豆粄
茶阳竹,广东,梅州,大埔县,44,4414,441422,茶阳 竹,,茶阳竹
西岩山茶,广东,梅州,大埔县,44,4414,441422,西岩 山茶,西岩,西岩山茶
豆粄,广东,梅州,大埔县,44,4414,441422,豆 粄,,豆粄
银江家猪肉,广东,梅州,大埔县,44,4414,441422,银江家 猪肉,银江家,猪肉
高陂陶瓷,广东,梅州,大埔县,44,4414,441422,高陂 陶瓷,高陂,高陂陶瓷
鸭松羹,广东,梅州,大埔县,44,4414,441422,鸭松 羹,,鸭松羹
七宝羹,广东,梅州,平远县,44,4414,441426,七宝 羹,,七宝羹
七层粄,广东,梅州,平远县,44,4414,441426,七层 粄,,七层粄
两熟粄,广东,梅州,平远县,44,4414,441426,两 熟 粄,,两熟粄
人缘粄,广东,梅州,平远县,44,4414,441426,人缘 粄,,人缘粄
南台茶,广东,梅州,平远县,44,4414,441426,南台 茶,,南台茶
客家酿香菇,广东,梅州,平远县,44,4414,441426,客家 酿 香菇,客家,酿香菇
平远锅叾茶,广东,梅州,平远县,44,4414,441426,平远 锅 叾 茶,平远,锅叾茶
平远高山茶油,广东,梅州,平远县,44,4414,441426,平远 高 山茶油,平远,高山茶油
平远黄粄,广东,梅州,平远县,44,4414,441426,平远 黄 粄,平远,平远黄粄
抹茶红豆粄,广东,梅州,平远县,44,4414,441426,抹 茶 红豆 粄,,抹茶红豆粄
灰水粄,广东,梅州,平远县,44,4414,441426,灰 水 粄,,灰水粄
线刀粄,广东,梅州,平远县,44,4414,441426,线 刀 粄,,线刀粄
葱油鸡,广东,梅州,平远县,44,4414,441426,葱油鸡,,葱油鸡
酿苦瓜,广东,梅州,平远县,44,4414,441426,酿 苦瓜,,酿苦瓜
鱼丸煲,广东,梅州,平远县,44,4414,441426,鱼丸 煲,,鱼丸煲
农家梅菜扣肉,广东,梅州,梅县区,44,4414,441403,农家 梅菜扣肉,农家,梅菜扣肉
客家肉丸,广东,梅州,梅县区,44,4414,441403,客家 肉丸,客家,客家肉丸
杂锦豆腐煲,广东,梅州,梅县区,44,4414,441403,杂锦 豆腐 煲,杂锦,豆腐煲
梅县烧卖,广东,梅州,梅县区,44,4414,441403,梅县 烧卖,梅县,梅县烧卖
梅花,广东,梅州,梅县区,44,4414,441403,梅花,,梅花
梅菜干,广东,梅州,梅县区,44,4414,441403,梅菜 干,,梅菜干
炸芋圆,广东,梅州,梅县区,44,4414,441403,炸芋 圆,,炸芋圆
畲江姜糖,广东,梅州,梅县区,44,4414,441403,畲江 姜糖,畲江,畲江姜糖
畲江工艺品,广东,梅州,梅县区,44,4414,441403,畲江 工艺品,畲江,工艺品
白宫米粉圆,广东,梅州,梅县区,44,4414,441403,白宫 米粉 圆,白宫,米粉圆
白渡牛肉干,广东,梅州,梅县区,44,4414,441403,白渡 牛肉干,白渡,牛肉干
百花酿香芋,广东,梅州,梅县区,44,4414,441403,百花 酿 香芋,百花,酿香芋
菊花糕,广东,梅州,梅县区,44,4414,441403,菊花糕,,菊花糕
营富炖鸡,广东,梅州,梅县区,44,4414,441403,营富 炖鸡,营富,营富炖鸡
西南金柚,广东,梅州,梅县区,44,4414,441403,西南 金柚,西南,西南金柚
味窖粄,广东,梅州,梅县区,44,4414,441403,味 窖 粄,,味窖粄
鸡颈粄,广东,梅州,梅县区,44,4414,441403,鸡 颈 粄,,鸡颈粄
凤投胎,广东,梅州,梅江区,44,4414,441402,凤 投胎,,凤投胎
南乳烤肉,广东,梅州,梅江区,44,4414,441402,南乳 烤肉,南乳,南乳烤肉
发粄,广东,梅州,梅江区,44,4414,441402,发 粄,,发粄
吊烧鸭,广东,梅州,梅江区,44,4414,441402,吊 烧鸭,,吊烧鸭
嘉应茗茶,广东,梅州,梅江区,44,4414,441402,嘉应 茗茶,嘉应,嘉应茗茶
娘酒鸡,广东,梅州,梅江区,44,4414,441402,娘酒 鸡,,娘酒鸡
客家焖鹅,广东,梅州,梅江区,44,4414,441402,客家 焖 鹅,客家,客家焖鹅
客家盆菜,广东,梅州,梅江区,44,4414,441402,客家 盆菜,客家,客家盆菜
客家盐卤鸭掌,广东,梅州,梅江区,44,4414,441402,客家 盐卤 鸭掌,客家,盐卤鸭掌
客家盐焗鸡,广东,梅州,梅江区,44,4414,441402,客家 盐焗鸡,客家,盐焗鸡
客家酿茄子,广东,梅州,梅江区,44,4414,441402,客家 酿 茄子,客家,酿茄子
客家酿豆腐,广东,梅州,梅江区,44,4414,441402,客家 酿 豆腐,客家,酿豆腐
梅州腌面,广东,梅州,梅江区,44,4414,441402,梅州 腌面,梅州,梅州腌面
炒大肠,广东,梅州,梅江区,44,4414,441402,炒 大肠,,炒大肠
煎春角,广东,梅州,梅江区,44,4414,441402,煎春角,,煎春角
盐焗鸭脚,广东,梅州,梅江区,44,4414,441402,盐 焗 鸭脚,,盐焗鸭脚
香炸南乳肉,广东,梅州,梅江区,44,4414,441402,香炸南 乳肉,香炸南,乳肉
鸭双羹,广东,梅州,梅江区,44,4414,441402,鸭 双羹,,鸭双羹
三及第,广东,梅州,蕉岭县,44,4414,441427,三 及第,,三及第
三圳酿粄,广东,梅州,蕉岭县,44,4414,441427,三圳 酿 粄,三圳,三圳酿粄
奶油花生酥,广东,梅州,蕉岭县,44,4414,441427,奶油 花生酥,奶油,花生酥
客家烧鹅,广东,梅州,蕉岭县,44,4414,441427,客家 烧鹅,客家,客家烧鹅
山稔酒,广东,梅州,蕉岭县,44,4414,441427,山稔 酒,,山稔酒
开锅肉圆,广东,梅州,蕉岭县,44,4414,441427,开锅 肉圆,开锅,开锅肉圆
搏丸烩,广东,梅州,蕉岭县,44,4414,441427,搏丸 烩,,搏丸烩
杂菌煲,广东,梅州,蕉岭县,44,4414,441427,杂菌 煲,,杂菌煲
簸箕粄,广东,梅州,蕉岭县,44,4414,441427,簸箕 粄,,簸箕粄
红焖肉,广东,梅州,蕉岭县,44,4414,441427,红焖 肉,,红焖肉
蕉岭黄坑茶,广东,梅州,蕉岭县,44,4414,441427,蕉岭 黄坑 茶,蕉岭,黄坑茶
香汁炒石螺,广东,梅州,蕉岭县,44,4414,441427,香汁 炒 石螺,香汁,炒石螺
鸡炒酒,广东,梅州,蕉岭县,44,4414,441427,鸡 炒 酒,,鸡炒酒
万石金鱼,广东,汕头,归口汕头,44,4405,440599,万石 金鱼,万石,万石金鱼
冬瓜糕,广东,汕头,归口汕头,44,4405,440599,冬瓜 糕,,冬瓜糕
南澳县宅鱿,广东,汕头,归口汕头,44,4405,440599,南澳县 宅 鱿,南澳县,宅鱿
月浦村狮头鹅,广东,汕头,归口汕头,44,4405,440599,月浦 村 狮头鹅,月浦,村狮头鹅
棉城鲎棵,广东,汕头,归口汕头,44,4405,440599,棉城 鲎 棵,棉城,棉城鲎棵
汕头菜脯,广东,汕头,归口汕头,44,4405,440599,汕头 菜脯,汕头,汕头菜脯
汕头虾丸,广东,汕头,归口汕头,44,4405,440599,汕头 虾丸,汕头,汕头虾丸
汕头鱼丸,广东,汕头,归口汕头,44,4405,440599,汕头 鱼丸,汕头,汕头鱼丸
滨海赤沙蚶,广东,汕头,归口汕头,44,4405,440599,滨海 赤沙 蚶,滨海,赤沙蚶
潮汕绿豆糕,广东,汕头,归口汕头,44,4405,440599,潮汕 绿豆糕,潮汕,绿豆糕
炒麦穗鲜鱿,广东,汕头,归口汕头,44,4405,440599,炒 麦穗 鲜 鱿,,炒麦穗鲜鱿
腌咸菜,广东,汕头,归口汕头,44,4405,440599,腌 咸菜,,腌咸菜
赤沙蚶,广东,汕头,归口汕头,44,4405,440599,赤沙 蚶,,赤沙蚶
鸡茸海参,广东,汕头,归口汕头,44,4405,440599,鸡茸 海参,鸡茸,鸡茸海参
三鲜鲍鱼,广东,汕头,南澳县,44,4405,440523,三鲜 鲍鱼,三鲜,三鲜鲍鱼
中华楠,广东,汕头,南澳县,44,4405,440523,中华 楠,,中华楠
南澳后花园宋茶,广东,汕头,南澳县,44,4405,440523,南澳 后花园 宋茶,南澳,后花园宋茶
南澳大龙虾,广东,汕头,南澳县,44,4405,440523,南澳 大龙虾,南澳,大龙虾
南澳宅鱿,广东,汕头,南澳县,44,4405,440523,南澳 宅 鱿,南澳,南澳宅鱿
南澳桔红,广东,汕头,南澳县,44,4405,440523,南澳 桔红,南澳,南澳桔红
南澳海萝,广东,汕头,南澳县,44,4405,440523,南澳 海萝,南澳,南澳海萝
南澳石斑鱼,广东,汕头,南澳县,44,4405,440523,南澳 石斑鱼,南澳,石斑鱼
南澳石榴,广东,汕头,南澳县,44,4405,440523,南澳 石榴,南澳,南澳石榴
南澳金薯,广东,汕头,南澳县,44,4405,440523,南澳 金薯,南澳,南澳金薯
南澳鱿鱼,广东,汕头,南澳县,44,4405,440523,南澳 鱿鱼,南澳,南澳鱿鱼
汕头蚝烙,广东,汕头,南澳县,44,4405,440523,汕头 蚝 烙,汕头,汕头蚝烙
海柳,广东,汕头,南澳县,44,4405,440523,海柳,,海柳
深澳石榴,广东,汕头,南澳县,44,4405,440523,深澳 石榴,深澳,深澳石榴
潮汕春饼,广东,汕头,南澳县,44,4405,440523,潮汕 春饼,潮汕,潮汕春饼
潮汕牛肉丸,广东,汕头,南澳县,44,4405,440523,潮汕 牛肉丸,潮汕,牛肉丸
潮汕膏蟹,广东,汕头,南澳县,44,4405,440523,潮汕 膏蟹,潮汕,潮汕膏蟹
澳菜,广东,汕头,南澳县,44,4405,440523,澳菜,,澳菜
生菜龙虾,广东,汕头,南澳县,44,4405,440523,生菜 龙虾,生菜,生菜龙虾
白籽冰糖石榴,广东,汕头,南澳县,44,4405,440523,白籽 冰糖 石榴,白籽,冰糖石榴
糯米猪肠,广东,汕头,南澳县,44,4405,440523,糯米 猪肠,糯米,糯米猪肠
红烧鲍鱼,广东,汕头,南澳县,44,4405,440523,红烧 鲍鱼,红烧,红烧鲍鱼
虾苗,广东,汕头,南澳县,44,4405,440523,虾苗,,虾苗
赤菜,广东,汕头,南澳县,44,4405,440523,赤菜,,赤菜
赤菜汤,广东,汕头,南澳县,44,4405,440523,赤 菜汤,,赤菜汤
饶鱼干,广东,汕头,南澳县,44,4405,440523,饶鱼 干,,饶鱼干
鱿鱼干,广东,汕头,南澳县,44,4405,440523,鱿鱼干,,鱿鱼干
黄花山桔红,广东,汕头,南澳县,44,4405,440523,黄花 山 桔红,黄花,山桔红
黄花山芒果,广东,汕头,南澳县,44,4405,440523,黄花 山 芒果,黄花,山芒果
黄花山荔枝,广东,汕头,南澳县,44,4405,440523,黄花 山 荔枝,黄花,山荔枝
黄花山蜜柚,广东,汕头,南澳县,44,4405,440523,黄花 山 蜜柚,黄花,山蜜柚
黄花山高山茶,广东,汕头,南澳县,44,4405,440523,黄花 山 高山茶,黄花,山高山茶
黄花山龙眼,广东,汕头,南澳县,44,4405,440523,黄花 山 龙眼,黄花,山龙眼
鼠粬粿,广东,汕头,南澳县,44,4405,440523,鼠 粬 粿,,鼠粬粿
五彩焗鱼,广东,汕头,潮南区,44,4405,440514,五彩 焗 鱼,五彩,五彩焗鱼
凉冻蟹钳,广东,汕头,潮南区,44,4405,440514,凉冻 蟹 钳,凉冻,凉冻蟹钳
化皮蜜榄,广东,汕头,潮南区,44,4405,440514,化皮 蜜榄,化皮,化皮蜜榄
南乳白鳝球,广东,汕头,潮南区,44,4405,440514,南 乳白 鳝球,,南乳白鳝球
干炸大蚝,广东,汕头,潮南区,44,4405,440514,干炸 大蚝,干炸,干炸大蚝
干炸虾枣,广东,汕头,潮南区,44,4405,440514,干炸 虾 枣,干炸,干炸虾枣
干炸虾筒,广东,汕头,潮南区,44,4405,440514,干炸 虾 筒,干炸,干炸虾筒
干炸蟹塔,广东,汕头,潮南区,44,4405,440514,干炸蟹 塔,,干炸蟹塔
干炸鱼盒,广东,汕头,潮南区,44,4405,440514,干 炸鱼 盒,,干炸鱼盒
明炉竹筒鱼,广东,汕头,潮南区,44,4405,440514,明炉 竹筒 鱼,明炉,竹筒鱼
梅脯,广东,汕头,潮南区,44,4405,440514,梅脯,,梅脯
沙陇鱼丸,广东,汕头,潮南区,44,4405,440514,沙陇 鱼丸,沙陇,沙陇鱼丸
炊鱼翅盒,广东,汕头,潮南区,44,4405,440514,炊 鱼翅 盒,,炊鱼翅盒
炒桂花鱿,广东,汕头,潮南区,44,4405,440514,炒 桂花 鱿,,炒桂花鱿
炸荷包鱼,广东,汕头,潮南区,44,4405,440514,炸 荷包 鱼,,炸荷包鱼
炸荷包鲜鱿,广东,汕头,潮南区,44,4405,440514,炸 荷包 鲜 鱿,,炸荷包鲜鱿
炸豆腐鱼,广东,汕头,潮南区,44,4405,440514,炸豆腐 鱼,,炸豆腐鱼
烩神仙鱼翅,广东,汕头,潮南区,44,4405,440514,烩 神仙 鱼翅,,烩神仙鱼翅
焖酿鳝卷,广东,汕头,潮南区,44,4405,440514,焖 酿鳝 卷,,焖酿鳝卷
焗袈裟鱼,广东,汕头,潮南区,44,4405,440514,焗 袈裟 鱼,,焗袈裟鱼
煎寸金虾,广东,汕头,潮南区,44,4405,440514,煎 寸金 虾,,煎寸金虾
煎有鱼烙,广东,汕头,潮南区,44,4405,440514,煎 有 鱼 烙,,煎有鱼烙
碧绿石斑卷,广东,汕头,潮南区,44,4405,440514,碧绿 石斑 卷,碧绿,石斑卷
糖葱薄饼,广东,汕头,潮南区,44,4405,440514,糖葱 薄饼,糖葱,糖葱薄饼
红炖海螺,广东,汕头,潮南区,44,4405,440514,红炖 海螺,红炖,红炖海螺
红焖乌耳鳗,广东,汕头,潮南区,44,4405,440514,红焖 乌耳鳗,红焖,乌耳鳗
红焖明皮,广东,汕头,潮南区,44,4405,440514,红焖 明皮,红焖,红焖明皮
红焖海参,广东,汕头,潮南区,44,4405,440514,红焖 海参,红焖,红焖海参
红焖脚鱼,广东,汕头,潮南区,44,4405,440514,红焖 脚鱼,红焖,红焖脚鱼
红蟹炊糯饭,广东,汕头,潮南区,44,4405,440514,红蟹 炊 糯饭,红蟹,炊糯饭
芋泥海参,广东,汕头,潮南区,44,4405,440514,芋泥 海参,芋泥,芋泥海参
豆酱沙尖,广东,汕头,潮南区,44,4405,440514,豆酱 沙尖,豆酱,豆酱沙尖
返沙芋头,广东,汕头,潮南区,44,4405,440514,返沙 芋头,返沙,返沙芋头
酸甜水梅,广东,汕头,潮南区,44,4405,440514,酸甜 水梅,酸甜,酸甜水梅
银杏水鱼,广东,汕头,潮南区,44,4405,440514,银杏 水鱼,银杏,银杏水鱼
上坑姜薯,广东,汕头,潮阳区,44,4405,440513,上坑 姜薯,上坑,上坑姜薯
东家宫黄瓜,广东,汕头,潮阳区,44,4405,440513,东家 宫 黄瓜,东家,宫黄瓜
两英番薯粥,广东,汕头,潮阳区,44,4405,440513,两英 番薯 粥,两英,番薯粥
乌苏杨梅,广东,汕头,潮阳区,44,4405,440513,乌苏 杨梅,乌苏,乌苏杨梅
仙城束砂（花生糖）,广东,汕头,潮阳区,44,4405,440513,仙城束 砂 （ 花生糖 ）,仙城束,砂（花生糖）
华阳生姜,广东,汕头,潮阳区,44,4405,440513,华阳 生姜,华阳,华阳生姜
卤水鹅肠,广东,汕头,潮阳区,44,4405,440513,卤水 鹅肠,卤水,卤水鹅肠
桑田膏蟹,广东,汕头,潮阳区,44,4405,440513,桑田 膏蟹,桑田,桑田膏蟹
汕优蕉柑,广东,汕头,潮阳区,44,4405,440513,汕优 蕉柑,汕优,汕优蕉柑
油泡螺球,广东,汕头,潮阳区,44,4405,440513,油泡 螺球,油泡,油泡螺球
油泡鲜鱿,广东,汕头,潮阳区,44,4405,440513,油泡 鲜 鱿,油泡,油泡鲜鱿
潮洲柑,广东,汕头,潮阳区,44,4405,440513,潮洲 柑,,潮洲柑
潮阳鲎粿,广东,汕头,潮阳区,44,4405,440513,潮阳 鲎 粿,潮阳,潮阳鲎粿
竹笙鱼盒,广东,汕头,潮阳区,44,4405,440513,竹笙 鱼盒,竹笙,竹笙鱼盒
紫菜鱼卷,广东,汕头,潮阳区,44,4405,440513,紫菜 鱼卷,紫菜,紫菜鱼卷
翻砂芋,广东,汕头,潮阳区,44,4405,440513,翻砂 芋,,翻砂芋
谷饶狮头油甘,广东,汕头,潮阳区,44,4405,440513,谷饶 狮头 油甘,谷饶,狮头油甘
贵屿南阳熏猪肠,广东,汕头,潮阳区,44,4405,440513,贵屿 南阳 熏 猪肠,贵屿,南阳熏猪肠
贵屿油饼,广东,汕头,潮阳区,44,4405,440513,贵屿 油饼,贵屿,贵屿油饼
