product,area_label,prod_label,province,dili_sign
杏花村酒,,杏花村酒,14,1
里口山蟠桃,里口山,蟠桃,37,1
茅岩莓茶,,茅岩莓茶,43,1
金山大樱桃,金山,大樱桃,37,1
李营法桐,李营,李营法桐,37,1
城固元胡,城固,城固元胡,61,1
怀菊花,,怀菊花,41,1
怀山药,,怀山药,41,1
河套枸杞,河套,河套枸杞,15,1
汾阳酿酒高粱,汾阳,酿酒高粱,14,1
怀牛膝,,怀牛膝,41,1
古龙小米,古龙,古龙小米,23,1
鸡黍红花斑山药,,鸡黍红花斑山药,37,1
永丰辣酱,永丰,永丰辣酱,43,1
汶朗蜜柚,汶朗,汶朗蜜柚,44,1
南四湖菱角,南四湖,菱角,37,1
旧镇白鳗,旧镇,旧镇白鳗,35,1
诏安红星青梅,诏安,红星青梅,35,1
清水大米,清水,清水大米,21,1
文鲩,,文鲩,44,1
香城油桃,香城,香城油桃,37,1
涛雒大米,,涛雒大米,37,1
广兴洲大白菜,,广兴洲大白菜,43,1
分水油纸伞,分水,油纸伞,51,1
太湖蟹,,太湖蟹,33,1
析城山小米,,析城山小米,14,1
昆嵛山板栗,昆嵛山,板栗,37,1
茅草红菜苔,,茅草红菜苔,42,1
太白酒,,太白酒,61,1
旌德天山真香茶,旌德,天山真香茶,34,1
苗家鸡稀饭,,苗家鸡稀饭,52,1
文鲤,,文鲤,44,1
沼山茶油,,沼山茶油,42,1
撒坝火腿,撒坝,撒坝火腿,53,1
石林乳饼,石林,石林乳饼,53,1
天仙硐枇杷,,天仙硐枇杷,51,1
横县南山白毛茶,横县,南山白毛茶,45,1
圭山山羊,圭山,圭山山羊,53,1
溪砚,,溪砚,43,1
石林甜柿,石林,石林甜柿,53,1
长寿大米,长寿,长寿大米,42,1
建三江大米,建三江,大米,23,1
衙口花生,衙口,衙口花生,35,1
张庄牛心柿,,张庄牛心柿,37,1
蒙山茶,,蒙山茶,51,1
汀溪兰香茶,,汀溪兰香茶,34,1
永宁太平洋牡蛎,永宁,太平洋牡蛎,35,1
五城茶干,五城,五城茶干,34,1
路南卤腐,路南,路南卤腐,13,1
永春芦柑,永春,永春芦柑,35,1
鲟蝗鱼子酱,鲟蝗,鱼子酱,23,1
德化淮山,德化,德化淮山,35,1
仰韶大杏,仰韶,仰韶大杏,41,1
镇隆荔枝,镇隆,镇隆荔枝,44,1
志棠白莲,志棠,志棠白莲,33,1
山庄老酒,山庄,山庄老酒,13,1
金沙薏米,金沙,金沙薏米,35,1
岗坪切粉,岗坪,岗坪切粉,44,1
官道小米,官道,官道小米,37,1
店埠胡萝卜,店埠,胡萝卜,37,1
马连庄甜瓜,马连庄,甜瓜,37,1
蓝田花猪,蓝田,蓝田花猪,34,1
姜格庄草莓,姜格庄,草莓,37,1
产芝水库鳙鱼,产芝水库,鳙鱼,37,1
王家庄油桃,王家庄,油桃,37,1
夏庄杠六九西红柿,夏庄,杠六九西红柿,37,1
产芝水库大银鱼,产芝水库,大银鱼,37,1
蒜香烤鸡,,蒜香烤鸡,37,1
阳江豆豉,阳江,阳江豆豉,44,1
保宁压酒,保宁,保宁压酒,51,1
望天湖胖头鱼,望天湖,胖头鱼,42,1
雁荡山铁皮石斛,雁荡山,铁皮石斛,33,1
凌云牛心李,凌云,牛心李,45,1
沙西榕树盆景,沙西,榕树盆景,35,1
合川桃片,合川,合川桃片,50,1
惠安石雕,惠安,惠安石雕,35,1
沐川乌骨黑鸡,沐川,乌骨黑鸡,51,1
下河杨桃,下河,下河杨桃,35,1
黄河口大米,河口,黄大米,37,1
乐道子鸡,乐道,乐道子鸡,51,1
前海辣椒,前海,前海辣椒,37,1
嘉州荔枝,嘉州,嘉州荔枝,51,1
宜兴紫砂陶,宜兴,紫砂陶,32,1
上党党参,上党,上党党参,14,1
五莲樱桃,五莲,五莲樱桃,37,1
苏稽米花糖,苏稽米,花糖,51,1
平阴玫瑰,平阴,平阴玫瑰,37,1
山格淮山,山格,山格淮山,35,1
德化陶瓷,德化,德化陶瓷,35,1
武台黄桃,武台,武台黄桃,37,1
城口核桃,城口,城口核桃,50,1
华坪芒果,华坪,华坪芒果,53,1
洪湖莲藕,洪湖,洪湖莲藕,42,1
程海螺旋藻,程海,螺旋藻,53,1
谢湖大樱桃,谢湖,大樱桃,32,1
胡阳西红柿,胡阳,西红柿,37,1
护国沙田柚,护国,沙田柚,51,1
仰韶牛心柿,,仰韶牛心柿,41,1
平和南胜咸水鸭,平和,南胜咸水鸭,35,1
宜兴紫砂,宜兴,宜兴紫砂,32,1
安丘大蒜,安丘,安丘大蒜,37,1
怀柔板栗,怀柔,怀柔板栗,11,1
桃花楠竹,桃花,桃花楠竹,42,1
保安狗血桃,保安,狗血桃,42,1
苍山辣椒,苍山,苍山辣椒,37,1
白芽奇兰茶,白芽,奇兰茶,35,1
天宝香蕉,天宝,天宝香蕉,35,1
古蔺面,,古蔺面,51,1
东海水晶,东海,东海水晶,32,1
岩脚面,,岩脚面,52,1
金乡大蒜,金乡,金乡大蒜,37,1
天宝山黄梨,,天宝山黄梨,37,1
上林八角,上林,上林八角,45,1
永春佛手茶,永春,佛手茶,35,1
鸿茅药酒,鸿茅,鸿茅药酒,15,1
敦煌葡萄,敦煌,敦煌葡萄,62,1
沙塘韭黄,沙塘,沙塘韭黄,32,1
崇武鱼卷,崇武,崇武鱼卷,35,1
永春篾香,永春,永春篾香,35,1
山格查某囡仔肉,,山格查某囡仔肉,35,1
无量寺高青萝卜,,无量寺高青萝卜,41,1
东沟珍珠,东沟,东沟珍珠,42,1
牛心柿饼,牛心,牛心柿饼,41,1
沁州核桃,沁州,沁州核桃,14,1
梧桐河大米,梧桐河,大米,23,1
龙山黑陶,龙山,龙山黑陶,37,1
南北二荡八眼藕,,南北二荡八眼藕,42,1
梵净山翠峰茶,,梵净山翠峰茶,52,1
永泰山茶油,永泰,山茶油,35,1
商城筒鲜鱼,商城,筒鲜鱼,41,1
二都杨梅,二都,二都杨梅,33,1
涌溪火青,涌溪,涌溪火青,34,1
无为板鸭,无为,无为板鸭,34,1
涪陵榨菜,涪陵,涪陵榨菜,50,1
武穴菜籽油,武穴,菜籽油,42,1
茅山螃蟹,茅山,茅山螃蟹,42,1
梁平柚,,梁平柚,50,1
廉江红橙,廉江,廉江红橙,44,1
南林交莲藕,南林交,莲藕,14,1
德化戴云黑鸡,德化,戴云黑鸡,35,1
大佛茶,,大佛茶,33,1
孟津黄河鲤鱼,孟津,黄河鲤鱼,41,1
永春漆篮,永春,永春漆篮,35,1
双井西瓜,双井,双井西瓜,42,1
登龙粉芋,登龙,登龙粉芋,36,1
铁山杨梅,铁山,铁山杨梅,43,1
南靖兰花,南靖,南靖兰花,35,1
德清早园笋,德清,早园笋,33,1
东山芦笋,东山,东山芦笋,35,1
德化瓷塑,德化,德化瓷塑,35,1
白马黑莓,白马,白马黑莓,32,1
通山乌骨山羊,通山,乌骨山羊,42,1
杜浔酥糖,杜浔,杜浔酥糖,35,1
大浮杨梅,大浮,大浮杨梅,32,1
连城地瓜干,连城,地瓜干,35,1
白合花菜,白合,白合花菜,42,1
谢庄豆角,谢庄,谢庄豆角,37,1
熬脑大葱,熬脑,熬脑大葱,14,1
涂镇藠头,涂镇,涂镇藠头,42,1
乐道子鸡蛋,,乐道子鸡蛋,51,1
同康竹笋,同康,同康竹笋,33,1
黎塘莲藕,黎塘,黎塘莲藕,45,1
临湖大蒜,临湖,临湖大蒜,36,1
铜官陶器,铜官,铜官陶器,43,1
黔阳冰糖橙,黔阳,冰糖橙,43,1
竹溪黄连,竹溪,竹溪黄连,42,1
襄陵莲藕,襄陵,襄陵莲藕,14,1
白洋淀皮蛋,白洋淀,皮蛋,13,1
王晋甜瓜,王晋,王晋甜瓜,37,1
钟祥泉水柑,钟祥,泉水柑,42,1
龙泉青瓷,龙泉,龙泉青瓷,33,1
和县黄金瓜,和县,黄金瓜,34,1
平鲁红山荞麦,平鲁,红山荞麦,14,1
羊栖菜,,羊栖菜,33,1
陈化店矿泉水,陈化店,矿泉水,41,1
肥城桃,,肥城桃,37,1
雅长铁皮石斛,雅长,铁皮石斛,45,1
肖庄韭薹,肖庄,肖庄韭薹,37,1
洪井三皇小米,,洪井三皇小米,14,1
广南八宝米,广南,八宝米,53,1
孟津西瓜,孟津,孟津西瓜,41,1
景阳鸡,,景阳鸡,42,1
后港青壳荔枝,,后港青壳荔枝,35,1
万县红桔,万县,万县红桔,50,1
雏鹰黑猪,雏鹰,雏鹰黑猪,41,1
无棣金丝小枣,无棣,金丝小枣,37,1
沁州南瓜子,沁州,南瓜子,14,1
张弓酒,,张弓酒,41,1
桃江竹凉席,桃江,竹凉席,43,1
大羊薄皮核桃,,大羊薄皮核桃,37,1
德化建白瓷,德化,建白瓷,35,1
金丝桐油,金丝,金丝桐油,42,1
傅家花生,傅家,傅家花生,21,1
孟津葡萄,孟津,孟津葡萄,41,1
南安石亭绿,南安,石亭绿,35,1
苍南翠龙茶,苍南,翠龙茶,33,1
官滩枣,,官滩枣,14,1
余姚杨梅,余姚,余姚杨梅,33,1
沙沟芋头,沙沟,沙沟芋头,37,1
漳河水库草鱼,漳河水库,草鱼,42,1
义井甜瓜,义井,义井甜瓜,14,1
湘绣,,湘绣,43,1
永春老醋,永春,永春老醋,35,1
龙山小米,龙山,龙山小米,37,1
鳄鱼屿蚝油,鳄鱼屿,蚝油,35,1
罗坑茶,,罗坑茶,44,1
长坝沙田柚,长坝,沙田柚,44,1
乐昌马蹄,乐昌,乐昌马蹄,44,1
马楠半细毛羊,,马楠半细毛羊,53,1
宁国笋干,宁国,宁国笋干,34,1
孟津梨,,孟津梨,41,1
孝河藕,,孝河藕,37,1
梅花鹿,,梅花鹿,22,1
伏牛山连翘,伏牛山,连翘,41,1
浮宫杨梅,浮宫,浮宫杨梅,35,1
和县辣椒,和县,和县辣椒,34,1
微山麻鸭,微山,微山麻鸭,37,1
常山银毫,常山,常山银毫,33,1
福山咖啡,福山,福山咖啡,46,1
园艺鲜桃,园艺,园艺鲜桃,34,1
含山绿茶,含山,含山绿茶,34,1
洪湖野鸭,洪湖,洪湖野鸭,42,1
石臼湖螃蟹,石臼湖,螃蟹,34,1
都昌豆参,都昌,都昌豆参,36,1
城楼寨茶,,城楼寨茶,42,1
张夏玉杏,,张夏玉杏,37,1
百里洲砂梨,百里洲,砂梨,42,1
牛场辣椒,牛场,牛场辣椒,52,1
六盘山黄芪,六盘山,黄芪,64,1
香山鸡嘴荔,,香山鸡嘴荔,45,1
河西走廊葡萄酒,河西走廊,葡萄酒,62,1
遮放米,,遮放米,53,1
高庙白酒,高庙,高庙白酒,51,1
冻粑,,冻粑,51,1
老堡子鲜桃,,老堡子鲜桃,61,1
胡集白梨瓜,,胡集白梨瓜,37,1
峨眉糕,,峨眉糕,51,1
文宫枇杷,文宫,文宫枇杷,51,1
水东芥菜,水东,水东芥菜,44,1
苍山大蒜,苍山,苍山大蒜,37,1
横县茉莉花,横县,茉莉花,45,1
天宝山山楂,天宝,山山楂,37,1
敦煌李广杏,敦煌,李广杏,62,1
开化龙顶,开化,开化龙顶,33,1
孙家湾香椿,孙家湾,香椿,14,1
武夷岩茶,武夷,武夷岩茶,35,1
和溪巴戟天,,和溪巴戟天,35,1
芍药山核桃,芍药,山核桃,37,1
五华长乐烧酒,五华,长乐烧酒,44,1
钟祥葛粉,钟祥,钟祥葛粉,42,1
太平猴魁,太平,太平猴魁,34,1
赵八洞香椿,赵八洞,香椿,37,1
金岭小米,金岭,金岭小米,37,1
西岩乌龙茶,西岩,乌龙茶,44,1
长泰芦柑,长泰,长泰芦柑,35,1
朱阳核桃,朱阳,朱阳核桃,41,1
军山湖大闸蟹,军山湖,大闸蟹,36,1
丁马甲鱼,丁马,丁马甲鱼,37,1
祁门红茶,祁门,祁门红茶,34,1
马家沟芹菜,马家沟,芹菜,37,1
文心蒸包,文心,文心蒸包,37,1
甘谷辣椒,甘谷,甘谷辣椒,62,1
漫河西瓜,漫河,漫河西瓜,13,1
大埔乌龙茶,大埔,乌龙茶,44,1
鹤峰茶,,鹤峰茶,42,1
密县金银花,密县,金银花,41,1
应县紫皮大蒜,应县,紫皮大蒜,14,1
胥仓雪藕,,胥仓雪藕,33,1
开化杜仲茶,开化,杜仲茶,33,1
平和小溪枕头饼,平和,小溪枕头饼,35,1
芭蕉木瓜,芭蕉,芭蕉木瓜,51,1
马庙金谷,马庙,马庙金谷,37,1
沼山胡柚,沼山,沼山胡柚,42,1
汪子岛鳎麻鱼,,汪子岛鳎麻鱼,37,1
长沟葡萄,长沟,长沟葡萄,37,1
五城米酒,五城,五城米酒,34,1
临潼石榴,临潼,临潼石榴,61,1
沿溪山毛尖,,沿溪山毛尖,44,1
竹海长裙竹荪,竹海,长裙竹荪,51,1
鳄鱼屿蚝汁,鳄鱼屿,蚝汁,35,1
羊楼洞砖茶,羊楼洞,砖茶,42,1
方城西瓜,方城,方城西瓜,37,1
崭山米枣,,崭山米枣,51,1
嘉鱼鱼圆,嘉鱼,嘉鱼鱼圆,42,1
马坝油粘米,马坝油,粘米,44,1
木龙观红萝卜,木龙观,红萝卜,51,1
永定六月红早熟芋,永定,六月红早熟芋,35,1
永定美蕉,永定,永定美蕉,35,1
天宝蜜柚,天宝,天宝蜜柚,51,1
周巷凤凰茶,,周巷凤凰茶,42,1
散花藜蒿,,散花藜蒿,42,1
祁家芹菜,祁家,祁家芹菜,37,1
渔溪龙眼,渔溪,渔溪龙眼,35,1
麦溪鲤,,麦溪鲤,44,1
深沪鱼丸,深沪,深沪鱼丸,35,1
襄阳大头菜,襄阳,大头菜,42,1
九仙桃,,九仙桃,44,1
冬菜,,冬菜,51,1
杭白菊,,杭白菊,33,1
卧龙白蘑,卧龙,卧龙白蘑,22,1
丁岙杨梅,丁岙,丁岙杨梅,33,1
景宁惠明茶,景宁,惠明茶,33,1
和睦屯西瓜,,和睦屯西瓜,37,1
慈溪杨梅,慈溪,慈溪杨梅,33,1
芦溪晒烟,,芦溪晒烟,35,1
扶余老醋,扶余,扶余老醋,32,1
隆化小米,隆化,隆化小米,14,1
青阳小米,青阳,青阳小米,37,1
化橘红,,化橘红,44,1
固城湖螃蟹,固城,湖螃蟹,32,1
金陵盐水鸭,金陵,盐水鸭,32,1
王店三园鸡,王店,三园鸡,33,1
笔架鱼肚,笔架,笔架鱼肚,42,1
河横大米,河横,河横大米,32,1
平和琯溪蜜柚,平和,琯溪蜜柚,35,1
香城黄杏,,香城黄杏,37,1
东津细米,东津,东津细米,45,1
白石小麦,白石,白石小麦,37,1
天宝樱桃,,天宝樱桃,37,1
黄桥烧饼,黄桥,黄桥烧饼,32,1
张溪香芋,张溪,张溪香芋,44,1
大王秦椒,,大王秦椒,37,1
横县大头菜,横县,大头菜,45,1
武穴佛手山药,武穴,佛手山药,42,1
东厦缢蛏,东厦,东厦缢蛏,35,1
一都枇杷,,一都枇杷,35,1
平和坂仔香蕉,平和,坂仔香蕉,35,1
谢河辣椒,谢河,谢河辣椒,42,1
兴隆咖啡,兴隆,兴隆咖啡,46,1
生米藠头,,生米藠头,36,1
张裕葡萄酒,张裕,葡萄酒,37,1
都匀毛尖茶,都匀,毛尖茶,52,1
狼山鸡,,狼山鸡,32,1
吕四海蜇,吕四,吕四海蜇,32,1
徂徕黄金梨,徂徕,黄金梨,37,1
储良龙眼,,储良龙眼,44,1
武穴竹编,武穴,武穴竹编,42,1
叶路大蒜,,叶路大蒜,42,1
洞庭碧螺春茶,洞庭,碧螺春茶,32,1
沙河豆腐,沙河,沙河豆腐,51,1
戎子酒庄葡萄酒,戎子,酒庄葡萄酒,14,1
塘栖枇杷,塘栖,塘栖枇杷,33,1
无为螃蟹,无为,无为螃蟹,34,1
小湖水仙,小湖,小湖水仙,35,1
涠洲黄牛,,涠洲黄牛,45,1
黄陂脉地湾萝卜,黄陂,脉地湾萝卜,42,1
贺家庄鲜桃,,贺家庄鲜桃,14,1
新泰横山丝,新泰,横山丝,37,1
山羊绒,,山羊绒,15,1
关口葡萄,关口,关口葡萄,42,1
南乡萝卜,南乡,南乡萝卜,42,1
芝麻湖藕,,芝麻湖藕,42,1
浏阳蒸菜,浏阳,浏阳蒸菜,43,1
武宣牛心柿,武宣,牛心柿,45,1
文亨红衣花生,,文亨红衣花生,35,1
琅琊玉筋鱼,琅琊,玉筋鱼,37,1
清江枳壳,清江,清江枳壳,36,1
元谋番茄,元谋,元谋番茄,53,1
慈城年糕,,慈城年糕,33,1
鲁村芹菜,,鲁村芹菜,37,1
永安白乌鱼,永安,白乌鱼,51,1
永泰芙蓉李干,永泰,芙蓉李干,35,1
六盘山秦艽,六盘山,秦艽,64,1
横县茉莉花茶,横县,茉莉花茶,45,1
臧家草莓,,臧家草莓,37,1
南雄板鸭,南雄,南雄板鸭,44,1
楼德煎饼,楼德,楼德煎饼,37,1
金山翠芽,金山,金山翠芽,32,1
九仙山葡萄,,九仙山葡萄,37,1
黄河乡西瓜,黄河乡,西瓜,37,1
古浮紫菜,,古浮紫菜,35,1
龙井茶,,龙井茶,33,1
石湾玉冰烧酒,石湾,玉冰烧酒,44,1
深沟鸡,,深沟鸡,53,1
阜宁大糕,阜宁,阜宁大糕,32,1
耿镇胡萝卜,,耿镇胡萝卜,61,1
罗田板栗,罗田,罗田板栗,42,1
八湖莲藕,,八湖莲藕,37,1
塘崖贡米,,塘崖贡米,37,1
天岩寨柑桔,,天岩寨柑桔,43,1
丫山丹皮,,丫山丹皮,34,1
明水白莲藕,明水,白莲藕,37,1
老龙口白酒,老龙口,白酒,21,1
白云湖甲鱼,白云湖,甲鱼,37,1
明水香稻,,明水香稻,23,1
孔庄粉皮,,孔庄粉皮,37,1
歙砚,,歙砚,34,1
广济佛手山药,广济,佛手山药,42,1
余杭径山茶,余杭,径山茶,33,1
新垌茶,,新垌茶,44,1
赵康辣椒,,赵康辣椒,14,1
片仔癀,,片仔癀,35,1
蟠桃大姜,,蟠桃大姜,37,1
盐水石榴,盐水,盐水石榴,53,1
云山大樱桃,云山,大樱桃,37,1
大田薄皮核桃,大田,薄皮核桃,37,1
同安凤梨穗,同安,凤梨穗,35,1
大黄埠西瓜,大黄埠,西瓜,37,1
仁兆蒜薹,,仁兆蒜薹,37,1
洪兰菠菜,,洪兰菠菜,37,1
麻兰油桃,,麻兰油桃,37,1
旧店苹果,,旧店苹果,37,1
曹范薄壳核桃,曹范,薄壳核桃,37,1
贾寨葡萄,,贾寨葡萄,37,1
大泽山葡萄,大泽山,葡萄,37,1
姜家埠大葱,,姜家埠大葱,37,1
祝沟小甜瓜,,祝沟小甜瓜,37,1
太湖莼菜,,太湖莼菜,32,1
走马葛仙米,走马,葛仙米,42,1
浏阳烟花,浏阳,浏阳烟花,43,1
新昌小京生,新昌,小京生,33,1
祝沟草莓,,祝沟草莓,37,1
武穴酥糖,武穴,武穴酥糖,42,1
沅江苎麻,沅江,沅江苎麻,43,1
杨店水蜜桃,,杨店水蜜桃,42,1
永定红柿,永定,永定红柿,35,1
仁兆圆葱,,仁兆圆葱,37,1
云峰大樱桃,,云峰大樱桃,37,1
漳平水仙茶,,漳平水仙茶,35,1
新郑莲藕,新郑,新郑莲藕,41,1
麻涌香蕉,麻涌,麻涌香蕉,44,1
那楼淮山,那楼,那楼淮山,45,1
刘家峡红枣,,刘家峡红枣,62,1
金田淮山,金田,金田淮山,45,1
大黄埠樱桃西红柿,大黄埠,樱桃西红柿,37,1
沱牌曲酒,沱牌,沱牌曲酒,51,1
莱州草编,莱州,莱州草编,37,1
万安罗盘,万安,万安罗盘,34,1
苍山牛蒡,,苍山牛蒡,37,1
南靖香蕉,南靖,南靖香蕉,35,1
张坊核桃,,张坊核桃,37,1
淮土茶油,淮土,淮土茶油,35,1
和乐蟹,,和乐蟹,46,1
南长滩软梨子,南长,滩软梨子,64,1
肖港小香葱,肖港,小香葱,42,1
百胜缢蛏,,百胜缢蛏,35,1
六堡茶,,六堡茶,45,1
白糖罂荔枝,白糖,罂荔枝,44,1
流沙南珠,流沙,流沙南珠,44,1
茶口粉干,茶口,茶口粉干,35,1
宁化米仁,宁化,宁化米仁,35,1
永定菜干,永定,永定菜干,35,1
清化粉,,清化粉,44,1
滇陆猪,,滇陆猪,53,1
火红黑山羊,,火红黑山羊,53,1
河岔口鸭蛋,河岔口,鸭蛋,37,1
定海湾丁香鱼,定海湾,丁香鱼,35,1
罗代黑猪,罗代,罗代黑猪,43,1
溪口千层饼,溪口,千层饼,33,1
惠安余甘果,惠安,余甘果,35,1
彭集花生,,彭集花生,37,1
东璧龙眼,东璧,东璧龙眼,35,1
蒙山板栗,蒙山,蒙山板栗,37,1
宣和雪薯,,宣和雪薯,35,1
乳山板栗,乳山,乳山板栗,37,1
武义宣莲,武义,武义宣莲,33,1
象州红米,象州,象州红米,45,1
武冈卤铜鹅,武冈,卤铜鹅,43,1
霞烟鸡,,霞烟鸡,45,1
建昌鸭,,建昌鸭,51,1
长汀河田鸡,长汀,河田鸡,35,1
西胪乌酥杨梅,西胪,乌酥杨梅,44,1
顶山食葵,顶山,顶山食葵,65,1
新村银杏,,新村银杏,37,1
桐乡槜李,桐乡,桐乡槜李,33,1
寿山石,,寿山石,35,1
鲍家芹菜,鲍家,鲍家芹菜,37,1
乐业辣椒,乐业,乐业辣椒,53,1
杨芳酱油,杨芳,杨芳酱油,42,1
三潭枇杷,,三潭枇杷,34,1
小村红衣米花生,小村,红衣米花生,42,1
崇阳麻花,崇阳,崇阳麻花,42,1
莱阳莱胡参,莱阳,莱胡参,37,1
千岛湖鱼,,千岛湖鱼,33,1
商河老粗布,商河,老粗布,37,1
义河蚶,,义河蚶,42,1
永康五指岩生姜,永康,五指岩生姜,33,1
小湖杨梅,,小湖杨梅,35,1
奉化水蜜桃,奉化,水蜜桃,33,1
星子红葱,星子,星子红葱,44,1
胶南蓝莓,胶南,胶南蓝莓,37,1
武平猪胆干,武平,猪胆干,35,1
白庙芋头,,白庙芋头,37,1
西罗家铁把瓜,,西罗家铁把瓜,37,1
新丰生姜,新丰,新丰生姜,33,1
孙祖小米,孙祖,孙祖小米,37,1
桑岛刺参,,桑岛刺参,37,1
桐乡杭白菊,桐乡,杭白菊,33,1
龙泉灵芝孢子粉,龙泉,灵芝孢子粉,33,1
大崇金秋梨,大崇,金秋梨,43,1
裕华大蒜,裕华,裕华大蒜,32,1
香城长红枣,,香城长红枣,37,1
里岔黑猪,里岔,里岔黑猪,37,1
巴河莲藕,巴河,巴河莲藕,42,1
连城兰花,连城,连城兰花,35,1
凤桥水蜜桃,凤桥,水蜜桃,33,1
青田石雕,,青田石雕,33,1
磐安玄参,磐安,磐安玄参,33,1
奉化曲毫茶,奉化,曲毫茶,33,1
吴都莹籼,,吴都莹籼,42,1
汈汊湖莲子,汈汊湖,莲子,42,1
高庄芹菜,,高庄芹菜,37,1
崆峒岛刺参,崆峒,岛刺参,37,1
消水蒜黄,,消水蒜黄,37,1
余姚榨菜,余姚,余姚榨菜,33,1
商河大蒜,商河,商河大蒜,37,1
广武大葱,广武,广武大葱,41,1
白蕉海鲈,白蕉,白蕉海鲈,44,1
千岛玉叶,千岛,千岛玉叶,33,1
武冈卤菜,武冈,武冈卤菜,43,1
郑湖水柿,,郑湖水柿,35,1
红岩葡萄,红岩,红岩葡萄,52,1
武冈卤豆腐,武冈,卤豆腐,43,1
七境茶,,七境茶,35,1
雪峰蜜桔,雪峰,雪峰蜜桔,43,1
武冈铜鹅,武冈,武冈铜鹅,43,1
沙子岭猪,,沙子岭猪,43,1
跋山芹菜,跋山,跋山芹菜,37,1
长岛鲍鱼,长岛,长岛鲍鱼,37,1
千岛银针,,千岛银针,33,1
桐乡蚕丝被,桐乡,蚕丝被,33,1
余姚茭白,余姚,余姚茭白,33,1
安砂淮山,安砂,安砂淮山,35,1
大村香菇,大村,大村香菇,37,1
灵岩御菊,,灵岩御菊,37,1
文祖花椒,文祖,文祖花椒,37,1
瓦西黑皮冬瓜,,瓦西黑皮冬瓜,37,1
太湖翠竹茶,,太湖翠竹茶,32,1
上杭槐猪,上杭,上杭槐猪,35,1
黄圃腊味,黄圃,黄圃腊味,44,1
西长旺白莲藕,,西长旺白莲藕,37,1
扳倒井酒,,扳倒井酒,37,1
万盛猕猴桃,万盛,猕猴桃,50,1
早胜牛,,早胜牛,62,1
黔阳脐橙,黔阳,黔阳脐橙,43,1
隐水枇杷,隐水,隐水枇杷,42,1
溪洛渡花椒,溪洛渡,花椒,53,1
李桂芬梨,,李桂芬梨,37,1
牙山黑绒山羊,,牙山黑绒山羊,37,1
黔阳大红甜橙,,黔阳大红甜橙,43,1
青田田鱼,青田,青田田鱼,33,1
北梁蜜桃,北梁,北梁蜜桃,37,1
临沂沂蒙黑猪,临沂,沂蒙黑猪,37,1
许家桥大白菜,,许家桥大白菜,37,1
慈溪丝瓜络,慈溪,丝瓜络,33,1
宁化薏米,,宁化薏米,35,1
桐木关正山小种,桐木,关正山小种,35,1
永定万应茶,永定,万应茶,35,1
明水香米,,明水香米,37,1
火山粉葛,火山,火山粉葛,44,1
马湖莼菜,马湖,马湖莼菜,51,1
西牛麻竹叶,西牛,麻竹叶,44,1
强恕堂酒,,强恕堂酒,37,1
九江双蒸酒,九江,双蒸酒,44,1
新城细毛山药,新城,细毛山药,37,1
张庄香椿,,张庄香椿,37,1
东乡黑羽绿壳蛋鸡,东乡,黑羽绿壳蛋鸡,36,1
靖安椪柑,靖安,靖安椪柑,36,1
三江黄牛,三江,三江黄牛,51,1
荆家四色韭黄,,荆家四色韭黄,37,1
蒙山全蝎,蒙山,蒙山全蝎,37,1
白石山铁皮石斛,白石山,铁皮石斛,45,1
覃斗芒果,覃斗,覃斗芒果,44,1
永安莴苣,永安,永安莴苣,35,1
杨芳豆豉,,杨芳豆豉,42,1
崂山绿茶,崂山,崂山绿茶,37,1
武夷山大红袍,武夷山,大红袍,35,1
名茶屏山炒青,名茶,屏山炒青,51,1
武平西郊盘菜,武平,西郊盘菜,35,1
河田鸡,,河田鸡,35,1
荆家实秆芹菜,,荆家实秆芹菜,37,1
马坡茶,,马坡茶,42,1
上杭萝卜干,上杭,萝卜干,35,1
糜城藕,,糜城藕,42,1
姚庄蘑菇,姚庄,姚庄蘑菇,33,1
松阳茶,,松阳茶,33,1
莱州玉雕,莱州,莱州玉雕,37,1
托口生姜,托口,托口生姜,43,1
耀州瓷,,耀州瓷,61,1
永定巴戟天,永定,巴戟天,35,1
卓筒井盐,,卓筒井盐,51,1
长岛海胆,长岛,长岛海胆,37,1
乐平雪梨瓜,乐平,雪梨瓜,44,1
上杭乌梅,上杭,上杭乌梅,35,1
冠豸山铁皮石斛,冠豸山,铁皮石斛,35,1
大围山梨,,大围山梨,43,1
玉泉仙人掌茶,玉泉,仙人掌茶,42,1
临淄西红柿,临淄,西红柿,37,1
保安水芹菜,保安,水芹菜,42,1
竹山粉葛,竹山,竹山粉葛,44,1
新郑鸡心枣,新郑,鸡心枣,41,1
永安黄椒,永安,永安黄椒,35,1
张沟黄鳝,,张沟黄鳝,42,1
磐安白芍,磐安,磐安白芍,33,1
螺髻山黑猪,,螺髻山黑猪,51,1
南田泥螺,,南田泥螺,33,1
青河阿魏菇,青河,阿魏菇,65,1
河龙贡米,河龙,河龙贡米,35,1
涂坊槟榔芋,涂坊,槟榔芋,35,1
胶州湾蛤蜊,胶州湾,蛤蜊,37,1
余姚年糕,余姚,余姚年糕,33,1
余姚葡萄,余姚,余姚葡萄,33,1
尖山金银花,尖山,金银花,41,1
洋马菊花,洋马,洋马菊花,32,1
都峤山铁皮石斛,都峤山,铁皮石斛,45,1
永泰柿饼,永泰,永泰柿饼,35,1
下六番薯,下六,下六番薯,44,1
建水草芽,建水,建水草芽,53,1
茨河贡米,茨河,茨河贡米,42,1
