product,area_label,prod_label,province,dili_sign
恒山黄芪,恒山,恒山黄芪,14,1
茅山后佛见喜梨,茅山后,佛见喜梨,11,1
杨桥朱红桔,杨桥,朱红桔,34,1
洪门鳙鱼,洪门,洪门鳙鱼,36,1
鄂伦春北五味子,鄂伦春,北五味子,15,1
东岗花椒,东岗,东岗花椒,41,1
切尔克齐奶花芸豆,切尔克齐,奶花芸豆,65,1
惠远胡萝卜,惠远,胡萝卜,65,1
尤溪金柑,尤溪,尤溪金柑,35,1
八街食用玫瑰,八街,食用玫瑰,53,1
桐城小花茶,桐城,小花茶,34,1
古荣糌粑,古荣,古荣糌粑,54,1
洪泽菱角,洪泽,洪泽菱角,32,1
英吉沙色买提杏,英吉沙,色买提杏,65,1
问政山笋,问政,问政山笋,34,1
河口丝瓜,河口,河口丝瓜,34,1
黔北黑猪,黔北,黔北黑猪,52,1
九三大豆,九三,九三大豆,23,1
霞浦紫菜,霞浦,霞浦紫菜,35,1
澎波半细毛羊,澎波,半细毛羊,54,1
嵩县皂角刺,嵩县,皂角刺,41,1
瑞金咸鸭蛋,瑞金,咸鸭蛋,36,1
民勤枸杞,民勤,民勤枸杞,62,1
隰县玉露香梨,隰县,玉露香梨,14,1
安龙石斛,安龙,安龙石斛,52,1
祁阳槟榔芋,祁阳,槟榔芋,43,1
滦南大米,滦南,滦南大米,13,1
五间西瓜,五间,五间西瓜,50,1
怀宁贡糕,怀宁,怀宁贡糕,34,1
香磨山鲢鱼,香磨山,鲢鱼,23,1
白马蜂蜜,白马,白马蜂蜜,50,1
林州茶店太行菊,林州,茶店太行菊,41,1
穆阳线面,穆阳,穆阳线面,35,1
鄂伦春蓝莓,鄂伦春,蓝莓,15,1
金银滩李子,金银滩,李子,64,1
南海黄河鲤鱼,南海,黄河鲤鱼,15,1
潮白河鲫鱼,潮白河,鲫鱼,12,1
通山香榧,通山,通山香榧,42,1
涝河桥牛肉,涝河桥,牛肉,64,1
大泉源酒,,大泉源酒,22,1
茶淀葡萄,茶淀,茶淀葡萄,12,1
思茅咖啡,思茅,思茅咖啡,53,1
金口河川牛膝,金口河,川牛膝,51,1
居仁大米,居仁,居仁大米,23,1
紫阳红,,紫阳红,61,1
巴林大米,巴林,巴林大米,15,1
庐江花香藕,庐江,花香藕,34,1
腰坨子白根萝卜,,腰坨子白根萝卜,22,1
尼雅羊肉,尼雅,尼雅羊肉,65,1
盘龙生姜,盘龙,盘龙生姜,50,1
台头西瓜,台头,台头西瓜,12,1
泾县书画纸,泾县,书画纸,34,1
李集香葱,李集,李集香葱,42,1
寿阳豆腐干,寿阳,豆腐干,14,1
龙池香尖,龙池,龙池香尖,34,1
南盛沙糖桔,南盛,沙糖桔,44,1
锦屏腌鱼,锦屏,锦屏腌鱼,52,1
城前大枣,城前,城前大枣,37,1
东山白蜜,东山,东山白蜜,22,1
泰和竹篙薯,泰和,竹篙薯,36,1
民勤红枣,民勤,民勤红枣,62,1
八宝韭菜,八宝,八宝韭菜,21,1
潜山舒席,潜山,潜山舒席,34,1
合浦大月饼,合浦,大月饼,45,1
宁武莜麦,宁武,宁武莜麦,14,1
西坝生姜,西坝,西坝生姜,51,1
塔里木垦区马鹿胶,塔里木,垦区马鹿胶,65,1
长白山淫羊藿,长白,山淫羊藿,22,1
偃师葡萄,偃师,偃师葡萄,41,1
山口红心山芋,山口,红心山芋,34,1
安集海辣椒,安集,海辣椒,65,1
新立胡萝卜,新立,胡萝卜,23,1
托古小米,托古,托古小米,23,1
胡玉美蚕豆辣酱,胡玉美,蚕豆辣酱,34,1
大方茶,,大方茶,34,1
阳朔九龙藤蜂蜜,阳朔,九龙藤蜂蜜,45,1
东西湖葡萄,东西湖,葡萄,42,1
腾鳌温泉草莓,辽宁,大方漆器,21,1
官司绿茶,官司,官司绿茶,35,1
石洞彩苹果,石洞,彩苹果,13,1
岳西翠兰,岳西,岳西翠兰,34,1
怀玉山三叶青,玉山,怀三叶青,36,1
大黄堡鲢鱼,大黄堡,鲢鱼,12,1
柳河沟香瓜,柳河沟,香瓜,21,1
阳原驴,,阳原驴,13,1
大黄堡河蟹,大黄堡,河蟹,12,1
万州柠檬,万州,万州柠檬,50,1
威宁白萝卜,威宁,白萝卜,52,1
托洞腐竹,托洞,托洞腐竹,44,1
会同魔芋,会同,会同魔芋,43,1
桐城水芹,桐城,桐城水芹,34,1
兴山石蛙,兴山,兴山石蛙,42,1
丰乐酱干,丰乐,丰乐酱干,34,1
英吉沙色买提杏干,英吉沙,色买提杏干,65,1
彭镇青扁豆,彭镇青,扁豆,31,1
新开岭山楂,新开岭,山楂,21,1
吐列毛杜小麦粉,吐列,毛杜小麦粉,15,1
奎湖鳙鱼,奎湖,奎湖鳙鱼,34,1
王桥花果芋,,王桥花果芋,36,1
柘城辣椒,柘城,柘城辣椒,41,1
十万山牛大力,十万山,牛大力,45,1
绩溪黑猪,绩溪,绩溪黑猪,34,1
仙游书峰枇杷,仙游书峰,枇杷,35,1
崔家庄草莓,崔家庄,草莓,37,1
麦洼马,,麦洼马,51,1
闻喜花馍,闻喜,闻喜花馍,14,1
安迪尔甜瓜,安迪尔,甜瓜,65,1
火田大茂山茶,火田,大茂山茶,35,1
桃源红茶,桃源,桃源红茶,43,1
石山黑豆,石山,石山黑豆,46,1
天台山云雾茶,天台,山云雾茶,33,1
大丰大米,大丰,大丰大米,32,1
塔石香羊,塔石,塔石香羊,52,1
雨山核桃,,雨山核桃,37,1
河口韭菜,河口,河口韭菜,34,1
孔坑茶,,孔坑茶,35,1
淖毛湖哈密瓜,哈密,淖毛湖瓜,65,1
沙湖大鱼头,沙湖,大鱼头,64,1
麻大湖毛蟹,麻大湖,毛蟹,37,1
盟台宴酒,盟台,盟台宴酒,37,1
那林鱼,,那林鱼,45,1
坡河萝卜,坡河,坡河萝卜,41,1
金灵青山萝卜,金灵,青山萝卜,50,1
麻旺鸭,,麻旺鸭,50,1
南湖萝卜,南湖,南湖萝卜,42,1
伊河鲂鱼,伊河,伊河鲂鱼,41,1
攸县米粉,攸县,攸县米粉,43,1
枞阳大闸蟹,枞阳,大闸蟹,34,1
占圩红薯,占圩,占圩红薯,36,1
鲁西斗鸡,鲁西,鲁西斗鸡,37,1
陇东黑山羊,陇东,黑山羊,62,1
尼雅黑鸡,尼雅,尼雅黑鸡,65,1
元谋青枣,元谋,元谋青枣,53,1
喀拉布拉苹果,,喀拉布拉苹果,65,1
迭部羊肚菌,迭部,羊肚菌,62,1
东山湖羊,东山,东山湖羊,32,1
桥梓尜尜枣,桥梓,尜尜枣,11,1
泗纶蒸笼,泗纶,泗纶蒸笼,44,1
哈密瓜,,哈密瓜,65,1
芮城苹果,芮城,芮城苹果,14,1
宜城米,,宜城米,42,1
迭部蕨麻猪肉,迭部,蕨麻猪肉,62,1
道光廿五百年贡酒,道光,廿五百年贡酒,21,1
八乡山番薯,八乡山,番薯,44,1
湟中胡麻,湟中,湟中胡麻,63,1
宁国牡丹,宁国,宁国牡丹,34,1
槐山羊板皮,,槐山羊板皮,41,1
东溪花生,东溪,东溪花生,50,1
于田麻鸭,于田,于田麻鸭,65,1
太保胡萝卜,太保,胡萝卜,23,1
八虎山山楂,八虎山,山楂,21,1
乌审旗皇香猪,乌审旗,皇香猪,15,1
孙吴汉麻,孙吴,孙吴汉麻,23,1
新乐花生,新乐,新乐花生,13,1
水江黑猪,水江,水江黑猪,50,1
天祝白牦牛,天祝,白牦牛,62,1
北园大卧龙莲藕,,北园大卧龙莲藕,37,1
关庙山贡米,关庙,山贡米,42,1
伏龙山七叶一枝花,伏龙山,七叶一枝花,42,1
雷峰山茶,雷峰,雷峰山茶,36,1
京山乌龟,京山,京山乌龟,42,1
保康土蜂蜜,保康,土蜂蜜,42,1
庄行蜜梨,庄行,庄行蜜梨,31,1
雪湖贡藕,雪湖,雪湖贡藕,34,1
亭林雪瓜,,亭林雪瓜,31,1
东岗核桃,东岗,东岗核桃,41,1
广洋湖青虾,广洋湖,青虾,32,1
峨眉山藤椒油,峨眉山,藤椒油,51,1
小文公大蒜,小文公,大蒜,15,1
大营裘皮,大营,大营裘皮,13,1
溪塔刺葡萄,,溪塔刺葡萄,35,1
黄粱梦小米,黄粱梦,小米,13,1
老庙牛肉,老庙,老庙牛肉,41,1
镇龙山瓦灰鸡,镇龙山,瓦灰鸡,51,1
七里湖萝卜,七里湖,萝卜,42,1
怀玉山马铃薯,玉山,怀马铃薯,36,1
石山壅羊,石山,石山壅羊,46,1
桑梓西瓜,桑梓,桑梓西瓜,12,1
永兴冰糖橙,永兴,冰糖橙,43,1
广灵小米,广灵,广灵小米,14,1
仓桥水晶梨,仓桥,水晶梨,31,1
昭乌达肉羊,乌达,昭肉羊,15,1
连环湖鳜鱼,连环湖,鳜鱼,23,1
黑沿子毛蚶,黑沿子,毛蚶,13,1
那拉提黑蜂蜂蜜,,那拉提黑蜂蜂蜜,65,1
俄体粉条,俄体,俄体粉条,15,1
汤池老酱,汤池,汤池老酱,53,1
大白兔奶糖,大白兔,奶糖,31,1
林州茶店柿饼,林州,茶店柿饼,41,1
科尔沁牛,,科尔沁牛,15,1
万州罗田大米,万州,罗田大米,50,1
八里营甜瓜,八里营,甜瓜,41,1
易贡辣椒,易贡,易贡辣椒,54,1
林州茶店山楂,林州,茶店山楂,41,1
福洪杏,,福洪杏,51,1
黄松甸灵芝,黄松甸,灵芝,22,1
科克铁热克葡萄,,科克铁热克葡萄,65,1
南汇水蜜桃,南汇,水蜜桃,31,1
道口烧鸡,道口,道口烧鸡,41,1
杭锦旗塔拉沟山羊肉,杭锦旗,塔拉沟山羊肉,15,1
石渠藏系绵羊,石渠,藏系绵羊,51,1
边河黑猪,边河,边河黑猪,37,1
渝东黑山羊,,渝东黑山羊,50,1
黄湖白壳哺鸡笋,黄湖,白壳哺鸡笋,33,1
大可枇杷,大可,大可枇杷,53,1
黄龙蜂蜜,黄龙,黄龙蜂蜜,61,1
沅江四季红镇腐乳,沅江,四季红镇腐乳,43,1
曲沃麦茬羊肉,曲沃,麦茬羊肉,14,1
洪门鸡蛋,洪门,洪门鸡蛋,36,1
江安黑山羊,江安,黑山羊,51,1
祁阳石,,祁阳石,43,1
霸王岭山鸡,霸王岭,山鸡,46,1
燕潮酩酒,燕潮,燕潮酩酒,13,1
宝清苹果,宝清,宝清苹果,23,1
七仙岭山竹,七仙岭,山竹,46,1
泗水黄姜,泗水,泗水黄姜,37,1
常宁茶油,常宁,常宁茶油,43,1
武山蒜苗,武山,武山蒜苗,62,1
桐乡湖羊,桐乡,桐乡湖羊,33,1
黄岩红糖,黄岩,黄岩红糖,33,1
剑川木雕,剑川,剑川木雕,53,1
寿光茄子,寿光,寿光茄子,37,1
寿宁高山乌龙茶,寿宁,高山乌龙茶,35,1
保田生姜,保田,保田生姜,52,1
大田雪山萝卜,大田,雪山萝卜,35,1
隆化肉牛,隆化,隆化肉牛,13,1
广德毛腿鸡,广德,毛腿鸡,34,1
澎波牦牛,澎波,澎波牦牛,54,1
沂山丹参,沂山,沂山丹参,37,1
谢花桥大米,谢花桥,大米,42,1
红星酸菜,红星,红星酸菜,23,1
寮仔黄瓢西瓜,,寮仔黄瓢西瓜,35,1
新龙油菜,新龙,新龙油菜,51,1
巴林牛肉,巴林,巴林牛肉,15,1
兴凯湖梅花鹿,兴凯湖,梅花鹿,23,1
陈集山药,陈集,陈集山药,37,1
明光梅鱼,明光,明光梅鱼,34,1
龙池砚,,龙池砚,35,1
渑池丹参,渑池,渑池丹参,41,1
敖汉苜蓿,敖汉,敖汉苜蓿,15,1
沙市酱油,沙市,沙市酱油,42,1
徐堡大枣,徐堡,徐堡大枣,12,1
九龙川香菇,九龙,川香菇,21,1
荆山苞谷糁子,荆山,苞谷糁子,42,1
达里湖华子鱼,,达里湖华子鱼,15,1
耿庄大蒜,耿庄,耿庄大蒜,21,1
黔北麻羊,黔北,黔北麻羊,52,1
水沟庙大蒜,,水沟庙大蒜,41,1
北票荆条蜜,北票,荆条蜜,21,1
琅岐红蟳,,琅岐红蟳,35,1
苏呼欧拉羊,,苏呼欧拉羊,63,1
大黄堡鲤鱼,大黄堡,鲤鱼,12,1
尧头黑瓷,尧头,尧头黑瓷,61,1
广灵大尾羊,广灵,大尾羊,14,1
城前花生,城前,城前花生,37,1
涔山芥菜,涔山,涔山芥菜,14,1
大港冬枣,大港,大港冬枣,12,1
沙头绿壳鸡蛋,,沙头绿壳鸡蛋,32,1
帕里牦牛,帕里,帕里牦牛,54,1
黄田马蹄笋,,黄田马蹄笋,35,1
大罗黄花,大罗,大罗黄花,51,1
江口青鳙,江口,江口青鳙,51,1
阜宁黑猪,阜宁,阜宁黑猪,32,1
兴文猕猴桃,兴文,猕猴桃,51,1
麻砂滩萝卜,麻砂滩,萝卜,42,1
连伯韭菜,连伯,连伯韭菜,14,1
三清山山茶油,三清山,山茶油,36,1
大堰水牛,大堰,大堰水牛,42,1
大伙房水库鲤鱼,大伙房水库,鲤鱼,21,1
嘉鱼莲藕,嘉鱼,嘉鱼莲藕,42,1
茅贡米,,茅贡米,52,1
黑竹沟藤椒,黑竹沟,藤椒,51,1
罗村茶,,罗村茶,51,1
洪泽平菇,洪泽,洪泽平菇,32,1
归流河酒,,归流河酒,15,1
巴图湾甲鱼,巴图湾,甲鱼,15,1
保合梨橙,保合,保合梨橙,50,1
蕉城晚熟龙眼,蕉城,晚熟龙眼,35,1
空山马铃薯,空山,马铃薯,51,1
邹平酸浆豆腐,邹平,酸浆豆腐,37,1
高青葡萄,高青,高青葡萄,37,1
三都澳晚熟荔枝,,三都澳晚熟荔枝,35,1
法泗大米,法泗,法泗大米,42,1
空山核桃,,空山核桃,51,1
长林岛龙垦杏,,长林岛龙垦杏,23,1
流曲琼锅糖,流曲,琼锅糖,61,1
北董大蒜,北董,北董大蒜,14,1
馆陶黑小麦,馆陶,黑小麦,13,1
盱眙青虾,盱眙,盱眙青虾,32,1
河口螃蟹,河口,河口螃蟹,42,1
新疆兵团四十八团红枣,新疆,兵团四十八团红枣,65,1
核桃箐核桃,核桃,箐核桃,52,1
枣阳半枝莲,枣阳,半枝莲,42,1
连环砂仁,连环,连环砂仁,52,1
西旗羊肉,西旗,西旗羊肉,15,1
云盖寺挂面,云盖寺,挂面,61,1
永康方山柿,永康,方山柿,33,1
平武中蜂,平武,平武中蜂,51,1
凉州皇冠梨,凉州,皇冠梨,62,1
关岭牛,,关岭牛,52,1
界首马铃薯,界首,马铃薯,34,1
黄袍山油茶,,黄袍山油茶,42,1
直罗贡米,直罗,直罗贡米,61,1
马厂归,,马厂归,53,1
高坪甜橙,高坪,高坪甜橙,51,1
凉州羊羔肉,凉州,羊羔肉,62,1
安龙白及,安龙,安龙白及,52,1
龙里豌豆尖,龙里,豌豆尖,52,1
榆社洋槐蜜,榆社,洋槐蜜,14,1
盘道沟晚蜜桃,盘道,沟晚蜜桃,21,1
铁力木小茴香,铁力,木小茴香,65,1
洽川乌鳢,洽川,洽川乌鳢,61,1
江口醇,,江口醇,51,1
坭兴陶,,坭兴陶,45,1
塔里木垦区马鹿花盘,塔里木,垦区马鹿花盘,65,1
萧山甲鱼,萧山,萧山甲鱼,33,1
查干湖胖头鱼,查干湖,胖头鱼,22,1
茶亭沟红薯,茶亭沟,红薯,41,1
萧山青梅,萧山,萧山青梅,33,1
盱眙大白菜,盱眙,大白菜,32,1
泗家水红头香椿,,泗家水红头香椿,11,1
姜家店大米,姜家店,大米,22,1
明溪肉脯干,明溪,肉脯干,35,1
松溉盐花生,,松溉盐花生,50,1
香磨山大米,香磨山,大米,23,1
板浦滴醋,板浦,板浦滴醋,21,1
白莲鹅,,白莲鹅,46,1
长凝大蒜,长凝,长凝大蒜,14,1
河峪小米,河峪,河峪小米,14,1
复州湾海盐,复州湾,海盐,21,1
牙舟陶,,牙舟陶,52,1
仓更板栗,仓更,仓更板栗,52,1
江夏子莲,江夏,江夏子莲,42,1
涉县黑枣,涉县,涉县黑枣,13,1
民勤蜜瓜,民勤,民勤蜜瓜,62,1
宝清大米,宝清,宝清大米,23,1
瓦房店海参,瓦房店,海参,21,1
东宁椴树蜜,,东宁椴树蜜,23,1
萧山白对虾,萧山,白对虾,33,1
古田黑番鸭,古田,黑番鸭,35,1
古律花椒,古律,古律花椒,53,1
龙王贡韭,,龙王贡韭,51,1
黄姚黄精酒,黄姚,黄精酒,45,1
七里海河蟹,七里海,河蟹,12,1
马陆葡萄,马陆,马陆葡萄,31,1
中国北极蓝莓,中国,北极蓝莓,23,1
新金猪,,新金猪,21,1
河套肉苁蓉,河套,肉苁蓉,15,1
诺邓火腿,诺邓,诺邓火腿,53,1
杨树小米,杨树,杨树小米,23,1
虎平岛海参,虎平岛,海参,21,1
蓼坞小米,蓼坞,蓼坞小米,37,1
桂阳烟叶,桂阳,桂阳烟叶,43,1
盱眙草莓,盱眙,盱眙草莓,32,1
帕米尔冰川牦牛肉,帕米尔,冰川牦牛肉,65,1
同江玉米,同江,同江玉米,23,1
新疆兵团三团核桃,新疆,兵团三团核桃,65,1
天山大明绿豆,天山,大明绿豆,15,1
三塘湖哈密瓜,哈密,三塘湖瓜,65,1
草桥菊花,草桥,草桥菊花,11,1
三江稻田鲤鱼,三江,稻田鲤鱼,45,1
松花石,,松花石,22,1
枫泾猪,,枫泾猪,31,1
丁庄葡萄,丁庄,丁庄葡萄,32,1
胜芳蟹,,胜芳蟹,13,1
马家湖西瓜,马家湖,西瓜,64,1
抚仙湖抗浪鱼,抚仙湖,抗浪鱼,53,1
柘荣太子参,柘荣,太子参,35,1
陈旗鲫,,陈旗鲫,15,1
井冈蜜柚,井冈,井冈蜜柚,36,1
全州文桥鸭,全州,文桥鸭,45,1
黑柳子白梨脆甜瓜,,黑柳子白梨脆甜瓜,15,1
槐山羊肉,,槐山羊肉,41,1
杨堡辣椒,杨堡,杨堡辣椒,42,1
街河市烟叶,街河市,烟叶,42,1
霞浦晚熟荔枝,霞浦,晚熟荔枝,35,1
张港花椰菜,张港,花椰菜,42,1
延津小麦,延津,延津小麦,41,1
朝那鸡,,朝那鸡,64,1
尼雅昆仑雪菊,,尼雅昆仑雪菊,65,1
周宁高山马铃薯,周宁,高山马铃薯,35,1
垦利大米,垦利,垦利大米,37,1
千佛竹根姜,千佛,竹根姜,51,1
理塘牦牛,理塘,理塘牦牛,51,1
钟山葡萄,钟山,钟山葡萄,52,1
康乐牛,,康乐牛,62,1
芮城花椒,芮城,芮城花椒,14,1
三十家子鳞棒葱,三十家,子鳞棒葱,21,1
峨山大龙潭花椒,峨山,大龙潭花椒,53,1
腾冲白茶,腾冲,腾冲白茶,53,1
锦屏茶油,锦屏,锦屏茶油,52,1
大方豆干,大方,大方豆干,52,1
麻姑茶,,麻姑茶,36,1
镇坪洋芋,镇坪,镇坪洋芋,61,1
沱湖螃蟹,沱湖,沱湖螃蟹,34,1
伏里土陶,伏里,伏里土陶,37,1
风水梁獭兔,风水梁,獭兔,15,1
崔庄冬枣,崔庄,崔庄冬枣,12,1
官垌草鱼,官垌,官垌草鱼,45,1
板桥白黄瓜,板桥,白黄瓜,62,1
马陆镇葡萄,,马陆镇葡萄,31,1
黑山地瓜,黑山,黑山地瓜,21,1
枞阳媒鸭,枞阳,枞阳媒鸭,34,1
张坝桂圆,张坝,张坝桂圆,51,1
绿杨桥封缸酒,,绿杨桥封缸酒,42,1
长辛店白枣,长辛店,白枣,11,1
中山松醪酒,中山,松醪酒,13,1
腾冲黑茶,腾冲,腾冲黑茶,53,1
腾冲绿茶,腾冲,腾冲绿茶,53,1
永兴荔枝,永兴,永兴荔枝,46,1
涝河桥羊肉,涝河桥,羊肉,64,1
开来红辣椒,开来,红辣椒,65,1
白莲坡贡米,白莲坡,贡米,34,1
凉州核桃,凉州,凉州核桃,62,1
洪湖藕带,洪湖,洪湖藕带,42,1
深沪花生,深沪,深沪花生,35,1
七百弄鸡,,七百弄鸡,45,1
香山鸡嘴荔枝,香山,鸡嘴荔枝,45,1
李庄白酒,李庄,李庄白酒,51,1
阿尔巴斯白绒山羊,阿尔巴斯,白绒山羊,15,1
延庆葡萄,延庆,延庆葡萄,11,1
呼兰韭菜,呼兰,呼兰韭菜,23,1
左云苦荞,左云,左云苦荞,14,1
腾冲雪鸡,腾冲,腾冲雪鸡,53,1
同江大米,同江,同江大米,23,1
丁嘴金菜,丁嘴,丁嘴金菜,32,1
赫章黑马羊,赫章,黑马羊,52,1
草原红牛肉,,草原红牛肉,22,1
巨野樱桃,巨野,巨野樱桃,37,1
余姚荷藕,余姚,余姚荷藕,33,1
晴隆糯薏仁,晴隆,糯薏仁,52,1
应县陶瓷,应县,应县陶瓷,14,1
红花峪桑葚,,红花峪桑葚,12,1
太青双上绿芽茶,,太青双上绿芽茶,43,1
腾冲红茶,腾冲,腾冲红茶,53,1
火山小米,火山,火山小米,37,1
虎城尖柚,虎城,虎城尖柚,50,1
蕉岭冬笋,蕉岭,蕉岭冬笋,44,1
钟祥长寿村鸡蛋,钟祥,长寿村鸡蛋,42,1
牛家营子北沙参,,牛家营子北沙参,15,1
武冈葛根,武冈,武冈葛根,43,1
沧沟西瓜,沧沟,沧沟西瓜,50,1
古田油柰,古田,古田油柰,35,1
信都三黄鸡,信都,三黄鸡,45,1
中心店葡萄,中心店,葡萄,37,1
大口蜜桃,大口,大口蜜桃,42,1
洪湖界牌黄豆,洪湖,界牌黄豆,42,1
兴山杨鱼,兴山,兴山杨鱼,42,1
东兰黑山猪,东兰,黑山猪,45,1
腾冲乌龙茶,腾冲,乌龙茶,53,1
桃江竹笋,桃江,桃江竹笋,43,1
庄浪苹果,庄浪,庄浪苹果,62,1
他拉哈大米,他拉哈,大米,23,1
曹县芦笋,曹县,曹县芦笋,37,1
槟榔江水牛,槟榔江,水牛,53,1
高石脆瓜,高石,高石脆瓜,61,1
谷律花椒,谷律,谷律花椒,53,1
腾冲红花油茶油,腾冲,红花油茶油,53,1
松花砚,,松花砚,22,1
龙山矿泉水,龙山,矿泉水,11,1
荆山枣子,荆山,荆山枣子,42,1
芦台春酒,芦台,芦台春酒,12,1
新安镇辣椒,新安,镇辣椒,22,1
霞浦榨菜,霞浦,霞浦榨菜,35,1
大荔西瓜,大荔,大荔西瓜,61,1
腾冲饵丝,腾冲,腾冲饵丝,53,1
清流黄羊,清流,清流黄羊,35,1
运漕酒,,运漕酒,34,1
五合窖,,五合窖,13,1
大石葡萄,大石,大石葡萄,33,1
老河口狗光鱼,老河口,狗光鱼,37,1
黄松甸黑木耳,黄松甸,黑木耳,22,1
庞寨黑叶荔枝,庞寨,黑叶荔枝,44,1
西江大米,西江,西江大米,22,1
下野地西瓜,下野地,西瓜,65,1
黄旗小米,黄旗,黄旗小米,13,1
柏树湾金银花,柏树湾,金银花,42,1
东马房豆腐丝,东马房,豆腐丝,12,1
界首茶干,界首,界首茶干,32,1
诺邓黑猪,诺邓,诺邓黑猪,53,1
故陵椪柑,,故陵椪柑,50,1
张家岗荸荠,张家,岗荸荠,42,1
黄岗山玉绿,黄岗山,玉绿,36,1
清流雪薯,清流,清流雪薯,35,1
清流豆腐皮,清流,豆腐皮,35,1
天山绿茶,天山,天山绿茶,35,1
巴图湾鲤鱼,巴图湾,鲤鱼,15,1
华州皮影,华州,华州皮影,61,1
明光小耳猪,明光,小耳猪,53,1
蜀绣,四川,蜀绣,51,1
黑山谷草莓,黑山谷,草莓,50,1
凉亭鸡,,凉亭鸡,45,1
洋北西瓜,洋北,洋北西瓜,32,1
大荔花生,大荔,大荔花生,61,1
藤县江口荔,藤县,江口荔,45,1
四子王羊,,四子王羊,15,1
虾子辣椒,虾子,虾子辣椒,52,1
北票西红柿 北票番茄,北票西红柿,北票番茄,21,1
盐池甘草,盐池,盐池甘草,64,1
柴达木枸杞,柴达木,枸杞,63,1
八宿荞麦,八宿,八宿荞麦,54,1
闸口小龙虾,闸口,小龙虾,42,1
城前大樱桃,城前,大樱桃,37,1
清流溪鱼,清流,清流溪鱼,35,1
象窝茶,,象窝茶,44,1
尤溪绿笋,尤溪,尤溪绿笋,35,1
大伙房水库鳙鱼,大伙房水库,鳙鱼,21,1
赵屯小米,赵屯,赵屯小米,21,1
龙潭绿豆粉丝,龙潭,绿豆粉丝,21,1
略阳黄精,略阳,略阳黄精,61,1
张家湾葡萄,张家湾,葡萄,11,1
辉渠望海山小米,,辉渠望海山小米,37,1
礼泉小河御梨,礼泉,小河御梨,61,1
霍山灵芝,霍山,霍山灵芝,34,1
吴王渡黄河鳖,,吴王渡黄河鳖,14,1
鸿茅健酒,,鸿茅健酒,15,1
闻喜莲藕,闻喜,闻喜莲藕,14,1
长白山红景天,长白,山红景天,22,1
连山关刺五加,连山,关刺五加,21,1
漳河水库翘嘴鲌,漳河水库,翘嘴鲌,42,1
石柱参,,石柱参,21,1
刘圩香芋,刘圩,刘圩香芋,45,1
双井绿,,双井绿,36,1
铁棍山药,铁棍,铁棍山药,41,1
跳磴火葱,,跳磴火葱,50,1
松溉盐白菜,松溉,盐白菜,50,1
蒙顶山黑茶,蒙顶山,黑茶,51,1
闻喜宰相花馍,闻喜,宰相花馍,14,1
炭泉小米,炭泉,炭泉小米,22,1
西岭佛手瓜,西岭,佛手瓜,51,1
芮城芦笋,芮城,芮城芦笋,14,1
会宁胡麻油,会宁,胡麻油,62,1
五井山柿,,五井山柿,37,1
尤溪红,,尤溪红,35,1
七舍茶,,七舍茶,52,1
周礼粉条,周礼,周礼粉条,51,1
东湾绿萝卜,,东湾绿萝卜,62,1
红星水库鲢鱼,红星,水库鲢鱼,23,1
民勤羊肉,民勤,民勤羊肉,62,1
桓仁山核桃油,桓仁,山核桃油,21,1
安图大米,安图,安图大米,22,1
峡州碧峰,峡州,峡州碧峰,42,1
桓仁冰酒,桓仁,桓仁冰酒,21,1
黄庄大米,黄庄,黄庄大米,12,1
门隅佛芽·玉罗冈吉,门隅,佛芽玉罗冈吉,54,1
夕阳葵花子,夕阳,葵花子,53,1
寿宁高山茶,寿宁,高山茶,35,1
草河口红松籽,草河口,红松籽,21,1
霞浦元宵茶,霞浦,元宵茶,35,1
色湾藏香猪,色湾,藏香猪,51,1
同江大豆,同江,同江大豆,23,1
水井坊酒,,水井坊酒,51,1
三林崩瓜,三林,三林崩瓜,31,1
石塘生姜,石塘,石塘生姜,45,1
界豆,,界豆,42,1
桓仁京租大米,桓仁,京租大米,21,1
大黄堡草鱼,大黄堡,草鱼,12,1
太谷饼,,太谷饼,14,1
清流鲜切花,清流,鲜切花,35,1
牛家营子桔梗,,牛家营子桔梗,15,1
热贡唐卡,热贡,热贡唐卡,63,1
露水河红松母林籽仁,露水河,红松母林籽仁,22,1
鱼洞乌皮樱桃,,鱼洞乌皮樱桃,50,1
交界木耳,交界,交界木耳,23,1
斗湖堤冬瓜,斗湖堤,冬瓜,42,1
龙南江东荸荠,龙南,江东荸荠,36,1
独流老醋,独流,独流老醋,12,1
蜀锦,四川,蜀锦,51,1
古田红曲,古田,古田红曲,35,1
郎岱猕猴桃,郎岱,猕猴桃,52,1
磨西老腊肉,磨西,老腊肉,51,1
永兴黄皮,永兴,永兴黄皮,46,1
扎什加羊,,扎什加羊,63,1
太谷壶瓶枣,太谷,壶瓶枣,14,1
抚仙湖银鱼,抚仙湖,银鱼,53,1
文成贡茶,文成,文成贡茶,33,1
高炉酒,,高炉酒,34,1
三青山粉条,三青山,粉条,22,1
黄花山核桃,黄花,山核桃,12,1
桂阳萝卜,桂阳,桂阳萝卜,35,1
麦地湾梨,,麦地湾梨,53,1
榆社笨鸡蛋,榆社,笨鸡蛋,14,1
兰岗西瓜,兰岗,兰岗西瓜,23,1
盱眙螃蟹,盱眙,盱眙螃蟹,32,1
芮城屯屯枣,芮城,屯屯枣,14,1
古井贡酒,古井,古井贡酒,34,1
