product,shangbiao_sign,nongchanpin_sign,baohu_sign,dili_sign,first_addr,second_addr,third_addr,first_areaid,second_areaid,third_areaid,len,area_label,prod_label,,,
汉源花椒,1,0,1,1,四川,雅安,汉源县,51,5118,511823,4,汉源,花椒,2,2,4
汉源花椒油,0,0,1,1,四川,雅安,汉源县,51,5118,511823,5,汉源,花椒油,2,3,5
城前大枣,1,0,0,1,山东,济宁,邹城市,37,3708,370883,4,城前,大枣,2,2,4
澂江藕,0,1,0,1,云南,玉溪,澄江县,53,5304,530422,3,,澂江藕,0,3,3
石棉巨型核桃,1,0,0,1,四川,雅安,石棉县,51,5118,511824,6,石棉,巨型核桃,2,4,6
石棉指核桃,1,0,0,1,四川,雅安,石棉县,51,5118,511824,5,石棉,指核桃,2,3,5
石棉枇杷,1,1,0,1,四川,雅安,石棉县,51,5118,511824,4,石棉,枇杷,2,2,4
石棉草科鸡,1,0,0,1,四川,雅安,石棉县,51,5118,511824,5,石棉,草科鸡,2,3,5
石棉黄果柑,1,1,0,1,四川,雅安,石棉县,51,5118,511824,5,石棉,黄果柑,2,3,5
荥经天麻,0,1,0,1,四川,雅安,荥经县,51,5118,511822,4,荥经,天麻,2,2,4
荥经砂器,0,0,1,1,四川,雅安,荥经县,51,5118,511822,4,荥经,砂器,2,2,4
赤峰黄玉米,0,0,1,1,内蒙古,赤峰,敖汉旗,15,1504,150430,5,赤峰,黄玉米,2,3,5
雨城雅鱼,1,0,1,1,四川,雅安,雨城区,51,5118,511802,4,雨城,雅鱼,2,2,4
雨城猕猴桃,0,0,1,1,四川,雅安,雨城区,51,5118,511802,5,雨城,猕猴桃,2,3,5
赤土土鸡,1,0,0,1,福建,漳州,漳浦县,35,3506,350623,4,赤土,土鸡,2,2,4
赤土小叶榄仁,1,0,0,1,福建,漳州,漳浦县,35,3506,350623,6,赤土,小叶榄仁,2,4,6
宝坻大蒜,1,1,0,1,天津,市辖区,宝坻区,12,1201,120115,4,宝坻,大蒜,2,2,4
宝坻天鹰椒,1,1,0,1,天津,市辖区,宝坻区,12,1201,120115,5,宝坻,天鹰椒,2,3,5
宝坻黄板泥鳅,1,0,0,1,天津,市辖区,宝坻区,12,1201,120115,6,宝坻,黄板泥鳅,2,4,6
崇武鱼卷,1,0,0,1,福建,泉州,惠安县,35,3505,350521,4,崇武,鱼卷,2,2,4
丹巴香猪腿,0,1,0,1,四川,甘孜,丹巴县,51,5133,513323,5,丹巴,香猪腿,2,3,5
崇阳麻花,0,0,1,1,湖北,咸宁,崇阳县,42,4212,421223,4,崇阳,麻花,2,2,4
出阝江青梅酒,0,0,1,1,四川,成都,大邑县,51,5101,510129,6,,出阝江青梅酒,0,6,6
雏鹰黑猪,0,0,1,1,河南,三门峡,湖滨区,41,4112,411202,4,,雏鹰黑猪,0,4,4
楚门文旦,1,0,0,1,浙江,台州,玉环市,33,3310,331083,4,,楚门文旦,0,4,4
丹巴香猪腿,0,1,0,1,四川,甘孜,道孚县,51,5133,513326,5,丹巴,香猪腿,2,3,5
慈城年糕,0,0,1,1,浙江,宁波,江北区,33,3302,330205,4,,慈城年糕,0,4,4
慈溪葡萄,1,1,0,1,浙江,宁波,慈溪市,33,3302,330282,4,慈溪,葡萄,2,2,4
枞阳黑猪,1,0,0,1,安徽,铜陵,枞阳县,34,3407,340722,4,枞阳,黑猪,2,2,4
丹巴香猪腿,0,1,0,1,四川,甘孜,得荣县,51,5133,513338,5,丹巴,香猪腿,2,3,5
丹巴香猪腿,0,1,0,1,四川,甘孜,甘孜县,51,5133,513328,5,丹巴,香猪腿,2,3,5
丹巴香猪腿,0,1,0,1,四川,甘孜,理塘县,51,5133,513334,5,丹巴,香猪腿,2,3,5
丹巴香猪腿,0,1,0,1,四川,甘孜,新龙县,51,5133,513329,5,丹巴,香猪腿,2,3,5
丹巴香猪腿,0,1,0,1,四川,甘孜,乡城县,51,5133,513336,5,丹巴,香猪腿,2,3,5
州河鲤鱼,1,0,1,1,天津,市辖区,蓟州区,12,1201,120119,4,,州河鲤鱼,0,4,4
徂徕黄金梨,1,0,0,1,山东,泰安,岱岳区,37,3709,370911,5,徂徕,黄金梨,2,3,5
丹东杜鹃,0,1,0,1,辽宁,丹东,东港市,21,2106,210681,4,丹东,杜鹃,2,2,4
丹东杜鹃,0,1,0,1,辽宁,丹东,元宝区,21,2106,210602,4,丹东,杜鹃,2,2,4
丹东杜鹃,0,1,0,1,辽宁,丹东,凤城市,21,2106,210682,4,丹东,杜鹃,2,2,4
丹东杜鹃,0,1,0,1,辽宁,丹东,宽甸县,21,2106,210624,4,丹东,杜鹃,2,2,4
静海金丝小枣,0,1,0,1,天津,市辖区,静海区,12,1201,120118,6,静海,金丝小枣,2,4,6
达濠鱼丸,0,0,1,1,广东,汕头,龙湖区,44,4405,440507,4,达濠,鱼丸,2,2,4
中宁圆枣,1,0,0,1,宁夏,中卫,中宁县,64,6405,640521,4,中宁,圆枣,2,2,4
中宁枸杞,1,1,1,1,宁夏,中卫,中宁县,64,6405,640521,4,中宁,枸杞,2,2,4
中宁硒砂瓜,0,1,0,1,宁夏,中卫,中宁县,64,6405,640521,5,中宁,硒砂瓜,2,3,5
宁夏枸杞,0,0,1,1,宁夏,中卫,中宁县,64,6405,640521,4,宁夏,枸杞,2,2,4
大陈黄鱼,1,0,0,1,浙江,台州,椒江区,33,3310,331002,4,大陈,黄鱼,2,2,4
海原小茴香,0,1,0,1,宁夏,中卫,海原县,64,6405,640522,5,海原,小茴香,2,3,5
海原硒砂瓜,0,1,0,1,宁夏,中卫,海原县,64,6405,640522,5,海原,硒砂瓜,2,3,5
海原马铃薯,0,1,0,1,宁夏,中卫,海原县,64,6405,640522,5,海原,马铃薯,2,3,5
吴忠牛乳,0,1,0,1,宁夏,吴忠,利通区,64,6403,640302,4,吴忠,牛乳,2,2,4
同心圆枣,1,0,1,1,宁夏,吴忠,同心县,64,6403,640324,4,同心圆,枣,3,1,4
同心滩羊肉,0,1,0,1,宁夏,吴忠,同心县,64,6403,640324,5,同心滩,羊肉,3,2,5
同心马铃薯,0,1,0,1,宁夏,吴忠,同心县,64,6403,640324,5,同心,马铃薯,2,3,5
丹东杜鹃,0,1,0,1,辽宁,丹东,振兴区,21,2106,210603,4,丹东,杜鹃,2,2,4
丹东杜鹃,0,1,0,1,辽宁,丹东,振安区,21,2106,210604,4,丹东,杜鹃,2,2,4
当阳峪绞胎瓷,0,0,1,1,河南,焦作,修武县,41,4108,410821,6,,当阳峪绞胎瓷,0,6,6
盐池二毛皮,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,5,盐池,二毛皮,2,3,5
盐池滩羊,1,0,1,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池滩,羊,3,1,4
盐池滩羊肉,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,5,盐池滩,羊肉,3,2,5
盐池滩鸡,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池滩,鸡,3,1,4
盐池滩鸡蛋,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,5,盐池滩,鸡蛋,3,2,5
盐池甜瓜,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池,甜瓜,2,2,4
盐池糜子,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池,糜子,2,2,4
盐池胡麻,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池,胡麻,2,2,4
盐池荞麦,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池,荞麦,2,2,4
盐池蜂蜜,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池,蜂蜜,2,2,4
盐池西瓜,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池,西瓜,2,2,4
盐池谷子,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,4,盐池,谷子,2,2,4
盐池黄花菜,0,1,0,1,宁夏,吴忠,盐池县,64,6403,640323,5,盐池,黄花菜,2,3,5
大川平贝母,0,0,1,1,吉林,通化,通化县,22,2205,220521,5,大川,平贝母,2,3,5
青铜峡大米,1,0,0,1,宁夏,吴忠,青铜峡市,64,6403,640381,5,青铜峡,大米,3,2,5
青铜峡西瓜,0,1,0,1,宁夏,吴忠,青铜峡市,64,6403,640381,5,青铜峡,西瓜,3,2,5
青铜峡辣椒,0,1,0,1,宁夏,吴忠,青铜峡市,64,6403,640381,5,青铜峡,辣椒,3,2,5
大佛茶,1,0,0,1,浙江,绍兴,新昌县,33,3306,330624,3,,大佛茶,0,3,3
原州油用亚麻,0,1,0,1,宁夏,固原,原州区,64,6404,640402,6,原州,油用亚麻,2,4,6
原州马铃薯,0,1,0,1,宁夏,固原,原州区,64,6404,640402,5,原州,马铃薯,2,3,5
固原葵花,0,1,0,1,宁夏,固原,原州区,64,6404,640402,4,固原,葵花,2,2,4
固原胡麻油,0,0,1,1,宁夏,固原,彭阳县,64,6404,640425,5,固原,胡麻油,2,3,5
固原马铃薯,0,0,1,1,宁夏,固原,彭阳县,64,6404,640425,5,固原,马铃薯,2,3,5
彭阳杏子,0,1,0,1,宁夏,固原,彭阳县,64,6404,640425,4,彭阳,杏子,2,2,4
彭阳红梅杏,0,0,1,1,宁夏,固原,彭阳县,64,6404,640425,5,彭阳,红梅杏,2,3,5
彭阳辣椒,0,1,0,1,宁夏,固原,彭阳县,64,6404,640425,4,彭阳,辣椒,2,2,4
泾源黄牛,1,0,0,1,宁夏,固原,泾源县,64,6404,640424,4,泾源,黄牛,2,2,4
泾源黄牛肉,0,1,0,1,宁夏,固原,泾源县,64,6404,640424,5,泾源,黄牛肉,2,3,5
固原红鸡,1,0,0,1,宁夏,固原,西吉县,64,6404,640422,4,固原,红鸡,2,2,4
固原黄牛,0,0,1,1,宁夏,固原,西吉县,64,6404,640422,4,固原,黄牛,2,2,4
西吉西芹,1,1,0,1,宁夏,固原,西吉县,64,6404,640422,4,西吉,西芹,2,2,4
西吉马铃薯,1,1,0,1,宁夏,固原,西吉县,64,6404,640422,5,西吉,马铃薯,2,3,5
隆德马铃薯,0,1,0,1,宁夏,固原,隆德县,64,6404,640423,5,隆德,马铃薯,2,3,5
大港冬枣,0,1,0,1,天津,市辖区,宝坻区,12,1201,120115,4,大港,冬枣,2,2,4
大武口小公鸡,0,1,0,1,宁夏,石嘴山,大武口区,64,6402,640202,6,大武口,小公鸡,3,3,6
灵武山草羊,1,0,0,1,宁夏,银川,灵武市,64,6401,640181,5,灵武,山草羊,2,3,5
灵武长枣,1,1,1,1,宁夏,银川,灵武市,64,6401,640181,4,灵武,长枣,2,2,4
道光廿五百年贡酒,0,0,1,1,辽宁,锦州,凌河区,21,2107,210703,8,道光,廿五百年贡酒,2,6,8
贺兰山东麓葡萄酒,0,0,1,1,宁夏,银川,贺兰县,64,6401,640122,8,贺兰,山东麓葡萄酒,2,6,8
贺兰砚,1,0,0,1,宁夏,银川,贺兰县,64,6401,640122,3,,贺兰砚,0,3,3
贺兰螺丝菜,0,1,0,1,宁夏,银川,贺兰县,64,6401,640122,5,贺兰,螺丝菜,2,3,5
道光廿五百年贡酒,0,0,1,1,辽宁,锦州,北镇市,21,2107,210782,8,道光,廿五百年贡酒,2,6,8
道光廿五百年贡酒,0,0,1,1,辽宁,锦州,凌海市,21,2107,210781,8,道光,廿五百年贡酒,2,6,8
银川鲤鱼,0,1,0,1,宁夏,银川,金凤区,64,6401,640106,4,银川,鲤鱼,2,2,4
道光廿五百年贡酒,0,0,1,1,辽宁,锦州,太和区,21,2107,210711,8,道光,廿五百年贡酒,2,6,8
大口蜜桃,0,1,0,1,湖北,荆门,钟祥市,42,4208,420881,4,,大口蜜桃,0,4,4
亳白芍,0,0,1,1,安徽,亳州,归口亳州,34,3416,341699,3,,亳白芍,0,3,3
大雷黄泥拱笋,1,0,0,1,浙江,宁波,鄞州区,33,3302,330212,6,大雷黄泥,拱笋,4,2,6
谯城亳菊,0,1,0,1,安徽,亳州,谯城区,34,3416,341602,4,谯城,亳菊,2,2,4
叶集凤丹,0,0,1,1,安徽,六安,叶集区,34,3415,341504,4,,叶集凤丹,0,4,4
得荣核桃,1,0,0,1,四川,甘孜,得荣县,51,5133,513338,4,得荣,核桃,2,2,4
皖西白鹅,1,0,0,1,安徽,六安,舒城县,34,3415,341523,4,皖西,白鹅,2,2,4
舒城小兰花,1,1,1,1,安徽,六安,舒城县,34,3415,341523,5,舒城,小兰花,2,3,5
六安大麻,1,0,0,1,安徽,六安,裕安区,34,3415,341503,4,六安,大麻,2,2,4
大路黄花,1,0,0,1,重庆,市辖区,璧山区,50,5001,500120,4,,大路黄花,0,4,4
金寨丝绸,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,丝绸,2,2,4
金寨土鸡,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,土鸡,2,2,4
金寨天麻,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,天麻,2,2,4
金寨山核桃,1,0,0,1,安徽,六安,金寨县,34,3415,341524,5,金寨,山核桃,2,3,5
金寨山羊,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,山羊,2,2,4
金寨山茶油,1,0,0,1,安徽,六安,金寨县,34,3415,341524,5,金寨,山茶油,2,3,5
金寨板栗,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,板栗,2,2,4
金寨灵芝,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,灵芝,2,2,4
金寨猕猴桃,1,1,1,1,安徽,六安,金寨县,34,3415,341524,5,金寨,猕猴桃,2,3,5
金寨生姜,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,生姜,2,2,4
金寨红茶,0,1,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,红茶,2,2,4
金寨花鲢鱼,1,0,0,1,安徽,六安,金寨县,34,3415,341524,5,金寨,花鲢鱼,2,3,5
金寨茯苓,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,茯苓,2,2,4
金寨葛粉,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,葛粉,2,2,4
金寨西洋参,1,0,0,1,安徽,六安,金寨县,34,3415,341524,5,金寨,西洋参,2,3,5
金寨高山米,1,0,0,1,安徽,六安,金寨县,34,3415,341524,5,金寨,高山米,2,3,5
金寨高山茭白,1,0,0,1,安徽,六安,金寨县,34,3415,341524,6,金寨,高山茭白,2,4,6
金寨黄牛,1,0,0,1,安徽,六安,金寨县,34,3415,341524,4,金寨,黄牛,2,2,4
金寨黑毛猪,1,0,0,1,安徽,六安,金寨县,34,3415,341524,5,金寨,黑毛猪,2,3,5
大田兔肉,0,0,1,1,福建,三明,大田县,35,3504,350425,4,大田,兔肉,2,2,4
大田雪山萝卜,1,0,0,1,福建,三明,大田县,35,3504,350425,6,大田,雪山萝卜,2,4,6
霍邱柳编,0,0,1,1,安徽,六安,霍邱县,34,3415,341522,4,霍邱,柳编,2,2,4
巢湖麻鸭,1,0,0,1,安徽,合肥,巢湖市,34,3401,340181,4,,巢湖麻鸭,0,4,4
肥西老母鸡,1,0,0,1,安徽,合肥,肥西县,34,3401,340123,5,肥西,老母鸡,2,3,5
合肥龙虾,1,0,0,1,安徽,合肥,长丰县,34,3401,340121,4,合肥,龙虾,2,2,4
长丰草莓,1,0,0,1,安徽,合肥,长丰县,34,3401,340121,4,长丰,草莓,2,2,4
天华谷尖,0,0,1,1,安徽,安庆,太湖县,34,3408,340825,4,天华,谷尖,2,2,4
太湖六白猪,1,0,0,1,安徽,安庆,太湖县,34,3408,340825,5,太湖,六白猪,2,3,5
太湖鳙鱼,1,0,0,1,安徽,安庆,太湖县,34,3408,340825,4,太湖,鳙鱼,2,2,4
太湖黄牛,1,0,0,1,安徽,安庆,太湖县,34,3408,340825,4,太湖,黄牛,2,2,4
黄湖大闸蟹,0,0,1,1,安徽,安庆,宿松县,34,3408,340826,5,,黄湖大闸蟹,0,5,5
岳西桑皮纸,0,0,1,1,安徽,安庆,岳西县,34,3408,340828,5,岳西,桑皮纸,2,3,5
岳西茭白,0,0,1,1,安徽,安庆,岳西县,34,3408,340828,4,岳西,茭白,2,2,4
岳西黑猪,1,0,1,1,安徽,安庆,岳西县,34,3408,340828,4,岳西,黑猪,2,2,4
望江风酿酱油,1,0,0,1,安徽,安庆,望江县,34,3408,340827,6,望江,风酿酱油,2,4,6
天柱山瓜篓籽,0,0,1,1,安徽,安庆,潜山县,34,3408,340824,6,天柱,山瓜篓籽,2,4,6
宣木瓜,0,1,0,1,安徽,宣城,归口宣城,34,3418,341899,3,,宣木瓜,0,3,3
宣纸,0,0,1,1,安徽,宣城,归口宣城,34,3418,341899,2,宣城,宣纸,2,2,2
宣城木榨油,0,0,1,1,安徽,宣城,宣州区,34,3418,341802,5,宣城,木榨油,2,3,5
宿州王枣子,1,0,0,1,安徽,宿州,埇桥区,34,3413,341302,5,宿州,王枣子,2,3,5
大路口山芋,0,0,1,1,安徽,宿州,泗县,34,3413,341324,5,大路口,山芋,3,2,5
灵璧石,1,0,1,1,安徽,宿州,灵璧县,34,3413,341323,3,,灵璧石,0,3,3
砀山酥梨,1,0,1,1,安徽,宿州,砀山县,34,3413,341321,4,砀山,酥梨,2,2,4
萧县白山羊,1,0,0,1,安徽,宿州,萧县,34,3413,341322,5,萧县,白山羊,2,3,5
东至云尖,1,0,0,1,安徽,池州,东至县,34,3417,341721,4,东至,云尖,2,2,4
东至麦鱼,1,0,0,1,安徽,池州,东至县,34,3417,341721,4,东至,麦鱼,2,2,4
石台富硒茶,0,0,1,1,安徽,池州,石台县,34,3417,341722,5,石台,富硒茶,2,3,5
石台香芽,1,1,0,1,安徽,池州,石台县,34,3417,341722,4,石台,香芽,2,2,4
大通牦牛肉,0,0,1,1,青海,西宁,大通县,63,6301,630121,5,大通,牦牛肉,2,3,5
淮北石榴,1,0,0,1,安徽,淮北,杜集区,34,3406,340602,4,淮北,石榴,2,2,4
淮南豆腐,1,0,0,1,安徽,淮南,八公山区,34,3404,340405,4,淮南,豆腐,2,2,4
八公山豆腐,0,0,1,1,安徽,淮南,寿县,34,3404,340422,5,八公山,豆腐,3,2,5
潘集酥瓜,0,0,1,1,安徽,淮南,潘集区,34,3404,340406,4,潘集,酥瓜,2,2,4
滁州贡菊,1,0,0,1,安徽,滁州,南谯区,34,3411,341103,4,滁州,贡菊,2,2,4
南谯滁菊,0,0,1,1,安徽,滁州,南谯区,34,3411,341103,4,南谯,滁菊,2,2,4
得荣核桃,1,0,0,1,四川,甘孜,甘孜县,51,5133,513328,4,得荣,核桃,2,2,4
南陵圩猪,1,1,0,1,安徽,芜湖,南陵县,34,3402,340223,4,南陵,圩猪,2,2,4
南陵大米,1,1,0,1,安徽,芜湖,南陵县,34,3402,340223,4,南陵,大米,2,2,4
南陵紫云英弋江籽,0,1,0,1,安徽,芜湖,南陵县,34,3402,340223,8,南陵,紫云英弋江籽,2,6,8
繁昌长枣,1,0,0,1,安徽,芜湖,繁昌县,34,3402,340222,4,繁昌,长枣,2,2,4
顶山食葵,0,1,0,1,新疆,直辖县,五家渠市,65,6590,659004,4,顶山,食葵,2,2,4
顶山食葵,0,1,0,1,新疆,阿勒泰,福海县,65,6543,654323,4,顶山,食葵,2,2,4
顶山食葵,0,1,0,1,新疆,直辖县,石河子市,65,6590,659001,4,顶山,食葵,2,2,4
大瑶山甜茶,0,0,1,1,广西,来宾,金秀县,45,4513,451324,5,大瑶山,甜茶,3,2,5
五河沱湖螃蟹,1,0,0,1,安徽,蚌埠,五河县,34,3403,340322,6,五河,沱湖螃蟹,2,4,6
当阳双莲鸡,1,0,0,1,湖北,宜昌,当阳市,42,4205,420582,5,当阳,双莲鸡,2,3,5
道明竹编,0,0,1,1,四川,成都,崇州市,51,5101,510184,4,道明,竹编,2,2,4
德化淮山,0,1,0,1,福建,泉州,德化县,35,3505,350526,4,德化,淮山,2,2,4
德清早园笋,1,0,1,1,浙江,湖州,德清县,33,3305,330521,5,德清,早园笋,2,3,5
东柳醪糟,0,0,1,1,四川,达州,大竹县,51,5117,511724,4,东柳,醪糟,2,2,4
铜陵凤丹皮,1,0,0,1,安徽,铜陵,铜官区,34,3407,340705,5,铜陵,凤丹皮,2,3,5
铜陵白姜,1,0,1,1,安徽,铜陵,铜官区,34,3407,340705,4,铜陵,白姜,2,2,4
登封芥菜,0,1,0,1,河南,郑州,登封市,41,4101,410185,4,登封,芥菜,2,2,4
坻坞小米,0,0,1,1,河南,三门峡,渑池县,41,4112,411221,4,,坻坞小米,0,4,4
老集生姜,1,0,0,1,安徽,阜阳,临泉县,34,3412,341221,4,,老集生姜,0,4,4
黄岗柳编,1,0,1,1,安徽,阜阳,阜南县,34,3412,341225,4,黄岗,柳编,2,2,4
颍上大米,1,0,0,1,安徽,阜阳,颍上县,34,3412,341226,4,颍上,大米,2,2,4
安茶,0,0,1,1,安徽,黄山,归口黄山,34,3410,341099,2,黄山,安茶,2,2,2
徽墨,0,0,1,1,安徽,黄山,归口黄山,34,3410,341099,2,黄山,徽墨,2,2,2
黄山毛峰,0,0,1,1,安徽,黄山,归口黄山,34,3410,341099,4,黄山,毛峰,2,2,4
黄山白茶,0,0,1,1,安徽,黄山,归口黄山,34,3410,341099,4,黄山,白茶,2,2,4
黄山贡菊,0,0,1,1,安徽,黄山,归口黄山,34,3410,341099,4,黄山,贡菊,2,2,4
休宁松萝茶,1,0,1,1,安徽,黄山,休宁县,34,3410,341022,5,休宁,松萝茶,2,3,5
汈汊湖莲子,1,0,0,1,湖北,孝感,汉川市,42,4209,420984,5,,汈汊湖莲子,0,5,5
广饶圆茄,1,0,0,1,山东,东营,广饶县,37,3705,370523,4,广饶,圆茄,2,2,4
广饶草莓,1,0,0,1,山东,东营,广饶县,37,3705,370523,4,广饶,草莓,2,2,4
广饶面粉,1,0,0,1,山东,东营,广饶县,37,3705,370523,4,广饶,面粉,2,2,4
东柳醪糟,0,0,1,1,四川,达州,达川区,51,5117,511703,4,东柳,醪糟,2,2,4
沂水大樱桃,0,1,0,1,山东,临沂,归口临沂,37,3713,371399,5,沂水,大樱桃,2,3,5
临沭柳编,1,0,0,1,山东,临沂,临沭县,37,3713,371329,4,临沭,柳编,2,2,4
临沭花生,0,1,0,1,山东,临沂,临沭县,37,3713,371329,4,临沭,花生,2,2,4
临沂大银鱼,0,1,0,1,山东,临沂,兰山区,37,3713,371302,5,临沂,大银鱼,2,3,5
沂蒙长毛兔,0,1,0,1,山东,临沂,兰陵县,37,3713,371324,5,,沂蒙长毛兔,0,5,5
平邑金银花,1,0,1,1,山东,临沂,平邑县,37,3713,371326,5,平邑,金银花,2,3,5
沂蒙黑山羊,0,1,0,1,山东,临沂,平邑县,37,3713,371326,5,沂蒙,黑山羊,2,3,5
沂水生姜,0,1,0,1,山东,临沂,沂水县,37,3713,371323,4,沂水,生姜,2,2,4
沂水绿茶,0,1,0,1,山东,临沂,沂水县,37,3713,371323,4,沂水,绿茶,2,2,4
沂水苹果,0,1,0,1,山东,临沂,沂水县,37,3713,371323,4,沂水,苹果,2,2,4
沂州海棠,1,0,0,1,山东,临沂,河东区,37,3713,371312,4,,沂州海棠,0,4,4
莒南板栗,1,1,0,1,山东,临沂,莒南县,37,3713,371327,4,莒南,板栗,2,2,4
莒南绿茶,0,1,0,1,山东,临沂,莒南县,37,3713,371327,4,莒南,绿茶,2,2,4
沂蒙绿茶,0,1,0,1,山东,临沂,蒙阴县,37,3713,371328,4,沂蒙,绿茶,2,2,4
蒙山蜂蜜,0,1,0,1,山东,临沂,蒙阴县,37,3713,371328,4,,蒙山蜂蜜,0,4,4
蒙阴苹果,0,1,0,1,山东,临沂,蒙阴县,37,3713,371328,4,蒙阴,苹果,2,2,4
费县山楂,1,0,0,1,山东,临沂,费县,37,3713,371325,4,费县,山楂,2,2,4
郯城大蒜,1,0,0,1,山东,临沂,郯城县,37,3713,371322,4,,郯城大蒜,0,4,4
郯城杞柳,1,0,0,1,山东,临沂,郯城县,37,3713,371322,4,郯城,杞柳,2,2,4
郯城生姜,1,0,0,1,山东,临沂,郯城县,37,3713,371322,4,郯城,生姜,2,2,4
郯城银杏,1,0,0,1,山东,临沂,郯城县,37,3713,371322,4,郯城,银杏,2,2,4
威海无花果,1,0,1,1,山东,威海,归口威海,37,3710,371099,5,威海,无花果,2,3,5
山马于西瓜,1,0,0,1,山东,威海,归口威海,37,3710,371099,5,,山马于西瓜,0,5,5
乳山大姜,1,0,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,大姜,2,2,4
乳山大花生,0,1,0,1,山东,威海,乳山市,37,3710,371083,5,乳山,大花生,2,3,5
乳山巴梨,1,1,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,巴梨,2,2,4
乳山文蛤,1,0,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,文蛤,2,2,4
乳山樱桃,0,1,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,樱桃,2,2,4
乳山牡蛎,1,0,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,牡蛎,2,2,4
乳山绿茶,0,1,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,绿茶,2,2,4
乳山苹果,0,1,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,苹果,2,2,4
乳山草莓,0,1,0,1,山东,威海,乳山市,37,3710,371083,4,乳山,草莓,2,2,4
威海野生刺参,0,1,0,1,山东,威海,乳山市,37,3710,371083,6,威海,野生刺参,2,4,6
威海刺参,1,1,0,1,山东,威海,文登区,37,3710,371003,4,,威海刺参,0,4,4
文登大樱桃,1,1,0,1,山东,威海,文登区,37,3710,371003,5,文登,大樱桃,2,3,5
文登大花生,0,1,0,1,山东,威海,文登区,37,3710,371003,5,文登,大花生,2,3,5
文登奶山羊,0,1,0,1,山东,威海,文登区,37,3710,371003,5,文登,奶山羊,2,3,5
文登布蛤,0,1,0,1,山东,威海,文登区,37,3710,371003,4,文登,布蛤,2,2,4
文登水貂,0,1,0,1,山东,威海,文登区,37,3710,371003,4,文登,水貂,2,2,4
文登砂梨,0,1,0,1,山东,威海,文登区,37,3710,371003,4,文登,砂梨,2,2,4
文登苹果,1,1,0,1,山东,威海,文登区,37,3710,371003,4,文登,苹果,2,2,4
文登西洋参,0,1,0,1,山东,威海,文登区,37,3710,371003,5,文登,西洋参,2,3,5
文登银杏,0,1,0,1,山东,威海,文登区,37,3710,371003,4,文登,银杏,2,2,4
文登面蛤,0,1,0,1,山东,威海,文登区,37,3710,371003,4,文登,面蛤,2,2,4
威海扇贝,0,1,0,1,山东,威海,环翠区,37,3710,371002,4,威海,扇贝,2,2,4
威海苹果,1,0,0,1,山东,威海,环翠区,37,3710,371002,4,威海,苹果,2,2,4
威海蚬蛤,0,1,0,1,山东,威海,环翠区,37,3710,371002,4,威海,蚬蛤,2,2,4
东山三吉梨,1,0,0,1,山东,威海,荣成市,37,3710,371082,5,东山,三吉梨,2,3,5
威海海参,0,0,1,1,山东,威海,荣成市,37,3710,371082,4,威海,海参,2,2,4
威海海带,0,0,1,1,山东,威海,荣成市,37,3710,371082,4,威海,海带,2,2,4
荣成大樱桃,0,1,0,1,山东,威海,荣成市,37,3710,371082,5,荣成,大樱桃,2,3,5
荣成大花生,1,1,1,1,山东,威海,荣成市,37,3710,371082,5,荣成,大花生,2,3,5
荣成无花果,1,1,0,1,山东,威海,荣成市,37,3710,371082,5,荣成,无花果,2,3,5
荣成水貂,0,1,0,1,山东,威海,荣成市,37,3710,371082,4,荣成,水貂,2,2,4
荣成海参,0,1,0,1,山东,威海,荣成市,37,3710,371082,4,荣成,海参,2,2,4
荣成海带,1,0,0,1,山东,威海,荣成市,37,3710,371082,4,荣成,海带,2,2,4
