product,shangbiao_sign,nongchanpin_sign,baohu_sign,dili_sign,first_addr,second_addr,third_addr,first_areaid,second_areaid,third_areaid,len,area_label,prod_label,,,
松阳茶,0,0,1,1,浙江,丽水,松阳县,33,3311,331124,3,,松阳茶,0,3,3
松阳晒烟,1,0,0,1,浙江,丽水,松阳县,33,3311,331124,4,松阳,晒烟,2,2,4
新郑红枣,0,0,1,1,河南,郑州,登封市,41,4101,410185,4,新郑,红枣,2,2,4
新郑红枣,0,0,1,1,河南,开封,尉氏县,41,4102,410223,4,新郑,红枣,2,2,4
官道小米,1,0,0,1,山东,青岛,莱西市,37,3702,370285,4,,官道小米,0,4,4
新郑红枣,0,0,1,1,河南,郑州,新郑市,41,4101,410184,4,新郑,红枣,2,2,4
街河市烟叶,1,0,0,1,湖北,荆州,松滋市,42,4210,421087,5,街河市,烟叶,3,2,5
水沟庙大蒜,1,0,0,1,河南,洛阳,宜阳县,41,4103,410327,5,,水沟庙大蒜,0,5,5
万县胭脂鱼,1,0,0,1,重庆,市辖区,万州区,50,5001,500101,5,,万县胭脂鱼,0,5,5
麻砂滩萝卜,1,0,0,1,湖北,荆州,松滋市,42,4210,421087,5,麻砂滩,萝卜,3,2,5
新郑红枣,0,0,1,1,河南,郑州,中牟县,41,4101,410122,4,新郑,红枣,2,2,4
九尺板鸭,1,0,0,1,四川,成都,彭州市,51,5101,510182,4,,九尺板鸭,0,4,4
午子仙毫,1,0,0,1,陕西,汉中,西乡县,61,6107,610724,4,午子,仙毫,2,2,4
兴化桂圆,1,0,1,1,福建,莆田,荔城区,35,3503,350304,4,兴化,桂圆,2,2,4
临涣酱包瓜,0,0,1,1,安徽,淮北,濉溪县,34,3406,340621,5,临涣,酱包瓜,2,3,5
口子窖酒,0,0,1,1,安徽,淮北,濉溪县,34,3406,340621,4,,口子窖酒,0,4,4
兴化桂圆,1,0,1,1,福建,莆田,仙游县,35,3503,350322,4,兴化,桂圆,2,2,4
绥中白梨,1,0,0,1,辽宁,葫芦岛,绥中县,21,2114,211421,4,绥中,白梨,2,2,4
遂昌竹炭,0,0,1,1,浙江,丽水,遂昌县,33,3311,331123,4,遂昌,竹炭,2,2,4
遂昌菊米,1,0,0,1,浙江,丽水,遂昌县,33,3311,331123,4,遂昌,菊米,2,2,4
处州白莲,1,0,0,1,浙江,丽水,遂昌县,33,3311,331123,4,处州,白莲,2,2,4
兴化米粉,1,0,0,1,福建,莆田,荔城区,35,3503,350304,4,兴化,米粉,2,2,4
万州罗田大米,1,1,0,1,重庆,市辖区,万州区,50,5001,500101,6,万州,罗田大米,2,4,6
兴化米粉,1,0,0,1,福建,莆田,仙游县,35,3503,350322,4,兴化,米粉,2,2,4
卧龙白蘑,0,0,1,1,吉林,四平,铁东区,22,2203,220303,4,卧龙,白蘑,2,2,4
布拖附子,0,0,1,1,四川,凉山,布拖县,51,5134,513429,4,布拖,附子,2,2,4
镇湖苏绣,1,0,0,1,江苏,苏州,太仓市,32,3205,320585,4,镇湖,苏绣,2,2,4
雪峰山鱼腥草,0,0,1,1,湖南,怀化,中方县,43,4312,431221,6,雪峰山,鱼腥草,3,3,6
裕华大蒜,0,1,0,1,江苏,盐城,大丰区,32,3209,320904,4,裕华,大蒜,2,2,4
崔庄冬枣,1,0,0,1,天津,市辖区,滨海新区,12,1201,120116,4,崔庄,冬枣,2,2,4
雪峰山鱼腥草,0,0,1,1,湖南,怀化,芷江县,43,4312,431228,6,雪峰山,鱼腥草,3,3,6
奎湖鳙鱼,0,1,0,1,安徽,芜湖,南陵县,34,3402,340223,4,,奎湖鳙鱼,0,4,4
任市板鸭,0,1,0,1,四川,达州,开江县,51,5117,511723,4,,任市板鸭,0,4,4
新金猪,1,0,0,1,辽宁,大连,普兰店区,21,2102,210214,3,,新金猪,0,3,3
泰宁铁皮石斛,0,0,1,1,福建,三明,泰宁县,35,3504,350429,6,泰宁,铁皮石斛,2,4,6
朱口小籽花生,0,1,0,1,福建,三明,泰宁县,35,3504,350429,6,,朱口小籽花生,0,6,6
产芝水库鳙鱼,0,1,0,1,山东,青岛,莱西市,37,3702,370285,6,产芝,水库鳙鱼,2,4,6
金湖乌凤鸡,0,1,0,1,福建,三明,泰宁县,35,3504,350429,5,金湖,乌凤鸡,2,3,5
黄桥烧饼,1,0,0,1,江苏,泰州,泰兴市,32,3212,321283,4,黄桥,烧饼,2,2,4
嘉鱼莲藕,0,0,1,1,湖北,咸宁,嘉鱼县,42,4212,421221,4,嘉鱼,莲藕,2,2,4
桃江绿茶,1,0,0,1,湖南,益阳,桃江县,43,4309,430922,4,桃江,绿茶,2,2,4
桃江竹凉席,1,0,0,1,湖南,益阳,桃江县,43,4309,430922,5,桃江,竹凉席,2,3,5
新毛芋艿,1,0,0,1,江苏,苏州,太仓市,32,3205,320585,4,,新毛芋艿,0,4,4
跋山芹菜,0,1,0,1,山东,临沂,沂水县,37,3713,371323,4,跋山,芹菜,2,2,4
桃源红茶,0,1,0,1,湖南,常德,桃源县,43,4307,430725,4,桃源,红茶,2,2,4
桃源鸡,0,1,0,1,湖南,常德,桃源县,43,4307,430725,3,,桃源鸡,0,3,3
雾渡河猕猴桃,1,0,0,1,湖北,宜昌,夷陵区,42,4205,420506,6,,雾渡河猕猴桃,0,6,6
高青雪桃,1,0,0,1,山东,淄博,高青县,37,3703,370322,4,高青,雪桃,2,2,4
桃源大叶茶,1,0,0,1,湖南,常德,桃源县,43,4307,430725,5,桃源,大叶茶,2,3,5
桃源黑猪,0,1,1,1,湖南,常德,桃源县,43,4307,430725,4,桃源,黑猪,2,2,4
大方茶,0,0,1,1,安徽,黄山,歙县,34,3410,341021,3,,大方茶,0,3,3
纪山米,1,0,0,1,湖北,荆州,荆州区,42,4210,421003,3,,纪山米,0,3,3
巴林羊肉,0,1,0,1,内蒙古,赤峰,巴林右旗,15,1504,150423,4,巴林,羊肉,2,2,4
桃源野茶王,0,0,1,1,湖南,常德,桃源县,43,4307,430725,5,桃源,野茶王,2,3,5
西峡香菇,1,0,1,1,河南,南阳,西峡县,41,4113,411323,4,西峡,香菇,2,2,4
山羊绒,0,0,1,1,内蒙古,鄂尔多斯,杭锦旗,15,1506,150625,3,鄂尔多斯,山羊绒,4,3,3
龙阳绿萝卜,0,1,0,1,山东,枣庄,滕州市,37,3704,370481,5,,龙阳绿萝卜,0,5,5
瓦儿岗七星椒,0,1,0,1,湖南,常德,桃源县,43,4307,430725,6,瓦儿,岗七星椒,2,4,6
信都三黄鸡,0,1,0,1,广西,贺州,平桂区,45,4511,451103,5,,信都三黄鸡,0,5,5
龙岗芡实,1,0,0,1,安徽,滁州,天长市,34,3411,341181,4,,龙岗芡实,0,4,4
平定荆花蜂蜜,0,1,0,1,山西,阳泉,平定县,14,1403,140321,6,平定,荆花蜂蜜,2,4,6
天祝白牦牛,1,1,0,1,甘肃,武威,天祝县,62,6206,620623,5,天祝,白牦牛,2,3,5
扎龙鲫鱼,0,1,0,1,黑龙江,齐齐哈尔,铁锋区,23,2302,230204,4,,扎龙鲫鱼,0,4,4
大田薄皮核桃,0,1,0,1,山东,青岛,平度市,37,3702,370283,6,大田,薄皮核桃,2,4,6
延陵大葱,0,0,1,1,河南,焦作,修武县,41,4108,410821,4,,延陵大葱,0,4,4
通山乌骨山羊,1,1,0,1,湖北,咸宁,通山县,42,4212,421224,6,通山,乌骨山羊,2,4,6
洪兰菠菜,0,1,0,1,山东,青岛,平度市,37,3702,370283,4,,洪兰菠菜,0,4,4
杨芳酱油,1,0,0,1,湖北,咸宁,通山县,42,4212,421224,4,杨芳,酱油,2,2,4
杨芳豆豉,1,0,0,1,湖北,咸宁,通山县,42,4212,421224,4,,杨芳豆豉,0,4,4
隐水枇杷,1,0,0,1,湖北,咸宁,通山县,42,4212,421224,4,隐水,枇杷,2,2,4
曲沃麦茬羊肉,0,1,0,1,山西,临汾,曲沃县,14,1410,141021,6,曲沃,麦茬羊肉,2,4,6
兴凯湖大米,0,1,0,1,黑龙江,鸡西,密山市,23,2303,230382,5,兴凯湖,大米,3,2,5
杏仁露,0,0,1,1,河北,承德,双滦区,13,1308,130803,3,,杏仁露,0,3,3
草原红牛肉,1,0,1,1,吉林,白城,通榆县,22,2208,220822,5,,草原红牛肉,0,5,5
礼泉小河御梨,0,1,0,1,陕西,咸阳,礼泉县,61,6104,610425,6,礼泉,小河御梨,2,4,6
秀山白术,1,0,0,1,重庆,县,秀山县,50,5002,500241,4,秀山,白术,2,2,4
鸿茅健酒,1,0,0,1,内蒙古,乌兰察布,凉城县,15,1509,150925,4,,鸿茅健酒,0,4,4
涔山芥菜,0,1,0,1,山西,忻州,宁武县,14,1409,140925,4,涔山,芥菜,2,2,4
高桥小菜,1,0,0,1,辽宁,葫芦岛,连山区,21,2114,211402,4,高桥,小菜,2,2,4
青河阿魏菇,0,1,0,1,新疆,阿勒泰,青河县,65,6543,654325,5,青河,阿魏菇,2,3,5
太湖翠竹茶,1,0,1,1,江苏,无锡,锡山区,32,3202,320205,5,,太湖翠竹茶,0,5,5
燕山板栗,0,0,1,1,北京,市辖区,延庆区,11,1101,110119,4,燕山,板栗,2,2,4
延津小麦,1,0,0,1,河南,新乡,延津县,41,4107,410726,4,延津,小麦,2,2,4
刘家峡西红柿,1,0,0,1,甘肃,临夏,永靖县,62,6229,622923,6,刘家峡,西红柿,3,3,6
扳倒井酒,0,0,1,1,山东,淄博,高青县,37,3703,370322,4,扳倒井,酒,3,1,4
燕山板栗,0,0,1,1,北京,市辖区,昌平区,11,1101,110114,4,燕山,板栗,2,2,4
燕山板栗,0,0,1,1,北京,市辖区,密云区,11,1101,110118,4,燕山,板栗,2,2,4
罗坑茶,0,0,1,1,广东,韶关,曲江区,44,4402,440205,3,,罗坑茶,0,3,3
下六番薯,0,0,1,1,广东,湛江,遂溪县,44,4408,440823,4,下六,番薯,2,2,4
燕山板栗,0,0,1,1,北京,市辖区,平谷区,11,1101,110117,4,燕山,板栗,2,2,4
涡阳苔干,0,0,1,1,安徽,亳州,涡阳县,34,3416,341621,4,涡阳,苔干,2,2,4
马山芋头,1,0,0,1,江苏,无锡,滨湖区,32,3202,320211,4,马山,芋头,2,2,4
思州柚,0,0,1,1,贵州,黔东南,岑巩县,52,5226,522626,3,,思州柚,0,3,3
刘圩香芋,0,1,0,1,广西,南宁,青秀区,45,4501,450103,4,,刘圩香芋,0,4,4
艾玛土豆,1,0,1,1,西藏,日喀则,南木林县,54,5402,540221,4,艾玛,土豆,2,2,4
黔北麻羊,0,1,0,1,贵州,遵义,习水县,52,5203,520330,4,黔北,麻羊,2,2,4
唐古拉牦牛,0,1,0,1,青海,海西,格尔木市,63,6328,632801,5,,唐古拉牦牛,0,5,5
同安凤梨穗,1,0,0,1,福建,厦门,同安区,35,3502,350212,5,同安,凤梨穗,2,3,5
伏里土陶,1,0,1,1,山东,枣庄,山亭区,37,3704,370406,4,,伏里土陶,0,4,4
岫岩玉雕,1,0,0,1,辽宁,鞍山,岫岩县,21,2103,210323,4,岫岩,玉雕,2,2,4
同江玉米,1,0,0,1,黑龙江,佳木斯,同江市,23,2308,230881,4,同江,玉米,2,2,4
许家桥大白菜,1,0,0,1,山东,泰安,宁阳县,37,3709,370921,6,,许家桥大白菜,0,6,6
同江大豆,1,0,0,1,黑龙江,佳木斯,同江市,23,2308,230881,4,同江,大豆,2,2,4
桐庐雪水云绿茶,1,1,0,1,浙江,杭州,桐庐县,33,3301,330122,7,桐庐,雪水云绿茶,2,5,7
夏庄杠六九西红柿,0,1,0,1,山东,青岛,莱西市,37,3702,370285,8,夏庄,杠六九西红柿,2,6,8
天尊贡芽,1,0,0,1,浙江,杭州,桐庐县,33,3301,330122,4,,天尊贡芽,0,4,4
宣化牛奶葡萄,1,0,1,1,河北,张家口,宣化区,13,1307,130705,6,宣化,牛奶葡萄,2,4,6
张庄香椿,1,0,0,1,山东,淄博,淄川区,37,3703,370302,4,,张庄香椿,0,4,4
小口大枣,0,0,1,1,甘肃,白银,靖远县,62,6204,620421,4,,小口大枣,0,4,4
杭白菊,0,0,1,1,浙江,嘉兴,桐乡市,33,3304,330483,3,,杭白菊,0,3,3
阳澄湖大闸蟹,0,0,1,1,江苏,苏州,昆山市,32,3205,320583,6,,阳澄湖大闸蟹,0,6,6
桐乡槜李,0,1,0,1,浙江,嘉兴,桐乡市,33,3304,330483,4,桐乡,槜李,2,2,4
桐乡湖羊,1,0,0,1,浙江,嘉兴,桐乡市,33,3304,330483,4,桐乡,湖羊,2,2,4
桐乡杭白菊,1,0,0,1,浙江,嘉兴,桐乡市,33,3304,330483,5,桐乡,杭白菊,2,3,5
白马蜂蜜,1,1,0,1,重庆,市辖区,武隆区,50,5001,500156,4,白马,蜂蜜,2,2,4
瓦房店海参,0,1,0,1,辽宁,大连,瓦房店市,21,2102,210281,5,瓦房店,海参,3,2,5
阳澄湖大闸蟹,0,0,1,1,江苏,苏州,相城区,32,3205,320507,6,,阳澄湖大闸蟹,0,6,6
雪峰蜜桔,0,0,1,1,湖南,邵阳,洞口县,43,4305,430525,4,雪峰,蜜桔,2,2,4
复州湾海盐,0,0,1,1,辽宁,大连,瓦房店市,21,2102,210281,5,复州湾,海盐,3,2,5
威宁芸豆,0,0,1,1,贵州,毕节,威宁县,52,5205,520526,4,威宁,芸豆,2,2,4
威宁白萝卜,0,0,1,1,贵州,毕节,威宁县,52,5205,520526,5,威宁,白萝卜,2,3,5
威宁苹果,0,0,1,1,贵州,毕节,威宁县,52,5205,520526,4,威宁,苹果,2,2,4
塘崖贡米,1,0,0,1,山东,临沂,罗庄区,37,3713,371311,4,,塘崖贡米,0,4,4
阳山水蜜桃,1,1,1,1,江苏,无锡,惠山区,32,3202,320206,5,阳山,水蜜桃,2,3,5
黑山谷樱桃,1,0,0,1,重庆,市辖区,綦江区,50,5001,500110,5,黑山谷,樱桃,3,2,5
大黄堡河蟹,1,0,0,1,天津,市辖区,武清区,12,1201,120114,5,大黄堡,河蟹,3,2,5
阳山水蜜桃,1,1,1,1,江苏,无锡,梁溪区,32,3202,320213,5,阳山,水蜜桃,2,3,5
黄花山核桃,0,0,1,1,天津,市辖区,蓟州区,12,1201,120119,5,黄花,山核桃,2,3,5
新桥枇杷,0,0,1,1,四川,自贡,荣县,51,5103,510321,4,新桥,枇杷,2,2,4
漾濞大泡核桃,0,0,1,1,云南,大理,大理市,53,5329,532901,6,漾濞,大泡核桃,2,4,6
螺髻山黑猪,0,1,0,1,四川,凉山,普格县,51,5134,513428,5,,螺髻山黑猪,0,5,5
西马房打瓜,1,0,0,1,天津,市辖区,武清区,12,1201,120114,5,,西马房打瓜,0,5,5
跳磴火葱,1,0,0,1,重庆,市辖区,大渡口区,50,5001,500104,4,,跳磴火葱,0,4,4
大河家鸡蛋皮核桃,0,0,1,1,甘肃,临夏,积石山县,62,6229,622927,8,大河家,鸡蛋皮核桃,3,5,8
漾濞大泡核桃,0,0,1,1,云南,大理,漾濞县,53,5329,532922,6,漾濞,大泡核桃,2,4,6
闻喜莲藕,0,1,0,1,山西,运城,闻喜县,14,1408,140823,4,闻喜,莲藕,2,2,4
七里坡山楂,0,1,0,1,山西,运城,闻喜县,14,1408,140823,5,,七里坡山楂,0,5,5
闻喜宰相花馍,1,0,0,1,山西,运城,闻喜县,14,1408,140823,6,闻喜,宰相花馍,2,4,6
闻喜花馍,1,0,0,1,山西,运城,闻喜县,14,1408,140823,4,闻喜,花馍,2,2,4
九仙桃,0,0,1,1,广东,韶关,翁源县,44,4402,440229,3,,九仙桃,0,3,3
古宅大蒜,1,0,0,1,福建,厦门,翔安区,35,3502,350213,4,,古宅大蒜,0,4,4
苏村番薯,0,0,1,1,广东,湛江,吴川市,44,4408,440883,4,苏村,番薯,2,2,4
凯里水晶葡萄,0,1,0,1,贵州,黔东南,凯里市,52,5226,522601,6,凯里,水晶葡萄,2,4,6
洞庭碧螺春茶,1,0,1,1,江苏,苏州,吴江区,32,3205,320509,6,洞庭,碧螺春茶,2,4,6
石山黑豆,1,0,0,1,海南,海口,秀英区,46,4601,460105,4,石山,黑豆,2,2,4
兴山石蛙,0,1,0,1,湖北,宜昌,兴山县,42,4205,420526,4,兴山,石蛙,2,2,4
东山湖羊,1,0,0,1,江苏,苏州,吴中区,32,3205,320506,4,东山,湖羊,2,2,4
会宁胡麻油,0,0,1,1,甘肃,白银,会宁县,62,6204,620422,5,会宁,胡麻油,2,3,5
杨桥朱红桔,1,0,0,1,安徽,安庆,宜秀区,34,3408,340811,5,杨桥,朱红桔,2,3,5
西坝生姜,0,1,0,1,四川,乐山,五通桥区,51,5111,511112,4,,西坝生姜,0,4,4
武冈卤豆腐,0,0,1,1,湖南,邵阳,武冈市,43,4305,430581,5,武冈,卤豆腐,2,3,5
沱牌曲酒,0,0,1,1,四川,遂宁,射洪县,51,5109,510922,4,沱牌,曲酒,2,2,4
戎子酒庄葡萄酒,0,0,1,1,山西,临汾,乡宁县,14,1410,141029,7,戎子,酒庄葡萄酒,2,5,7
武冈卤铜鹅,0,0,1,1,湖南,邵阳,武冈市,43,4305,430581,5,武冈,卤铜鹅,2,3,5
武冈卤菜,1,0,0,1,湖南,邵阳,武冈市,43,4305,430581,4,武冈,卤菜,2,2,4
武冈葛根,1,0,0,1,湖南,邵阳,武冈市,43,4305,430581,4,武冈,葛根,2,2,4
腰坨子白根萝卜,1,0,0,1,吉林,松原,长岭县,22,2207,220722,7,腰坨子,白根萝卜,3,4,7
阳湖水蜜桃,1,0,0,1,江苏,常州,武进区,32,3204,320412,5,阳湖,水蜜桃,2,3,5
樟村浙贝,1,0,0,1,浙江,宁波,鄞州区,33,3302,330212,4,樟村,浙贝,2,2,4
朝那乌鸡,0,1,0,1,宁夏,固原,彭阳县,64,6404,640425,4,,朝那乌鸡,0,4,4
焦溪舜山二花脸母猪,1,0,0,1,江苏,常州,武进区,32,3204,320412,9,焦溪,舜山二花脸母猪,2,7,9
瑶里嫩蕊,0,0,1,1,江西,景德镇,浮梁县,36,3602,360222,4,,瑶里嫩蕊,0,4,4
八街食用玫瑰,1,0,0,1,云南,昆明,安宁市,53,5301,530181,6,八街,食用玫瑰,2,4,6
焦溪二花脸猪,0,1,0,1,江苏,常州,武进区,32,3204,320412,6,焦溪,二花脸猪,2,4,6
焦溪舜溪猪肉,1,0,0,1,江苏,常州,武进区,32,3204,320412,6,焦溪,舜溪猪肉,2,4,6
苏稽米花糖,0,0,1,1,四川,乐山,市中区,51,5111,511102,5,苏稽,米花糖,2,3,5
双峰溪砚,1,0,0,1,湖南,娄底,双峰县,43,4313,431321,4,双峰,溪砚,2,2,4
麻柳刺绣,1,0,1,1,四川,广元,朝天区,51,5108,510812,4,麻柳,刺绣,2,2,4
安仁蓝莓,0,0,1,1,四川,成都,大邑县,51,5101,510129,4,安仁,蓝莓,2,2,4
贺家庄鲜桃,0,1,0,1,山西,临汾,尧都区,14,1410,141002,5,,贺家庄鲜桃,0,5,5
云崖兔,0,0,1,1,四川,成都,双流区,51,5101,510116,3,,云崖兔,0,3,3
武平西郊盘菜,0,1,0,1,福建,龙岩,武平县,35,3508,350824,6,武平,西郊盘菜,2,4,6
武平仙草,1,1,0,1,福建,龙岩,武平县,35,3508,350824,4,武平,仙草,2,2,4
武平绿茶,1,0,0,1,福建,龙岩,武平县,35,3508,350824,4,武平,绿茶,2,2,4
武平盘菜,1,0,0,1,福建,龙岩,武平县,35,3508,350824,4,武平,盘菜,2,2,4
武平金线莲,1,0,0,1,福建,龙岩,武平县,35,3508,350824,5,武平,金线莲,2,3,5
武平猪胆干,1,0,0,1,福建,龙岩,武平县,35,3508,350824,5,武平,猪胆干,2,3,5
武宣牛心柿,0,1,0,1,广西,来宾,武宣县,45,4513,451323,5,武宣,牛心柿,2,3,5
广济佛手山药,0,0,1,1,湖北,黄冈,武穴市,42,4211,421182,6,广济,佛手山药,2,4,6
高堂菜脯,0,1,0,1,广东,潮州,饶平县,44,4451,445122,4,高堂,菜脯,2,2,4
武穴菜籽油,0,0,1,1,湖北,黄冈,武穴市,42,4211,421182,5,武穴,菜籽油,2,3,5
武穴佛手山药,0,1,0,1,湖北,黄冈,武穴市,42,4211,421182,6,武穴,佛手山药,2,4,6
武穴酥糖,1,0,1,1,湖北,黄冈,武穴市,42,4211,421182,4,武穴,酥糖,2,2,4
武穴双低油菜,0,1,0,1,湖北,黄冈,武穴市,42,4211,421182,6,武穴,双低油菜,2,4,6
龙坪油面,0,0,1,1,湖北,黄冈,武穴市,42,4211,421182,4,,龙坪油面,0,4,4
武穴竹编,0,0,1,1,湖北,黄冈,武穴市,42,4211,421182,4,武穴,竹编,2,2,4
武夷岩茶,1,0,1,1,福建,南平,武夷山市,35,3507,350782,4,,武夷岩茶,0,4,4
武夷红茶,0,0,1,1,福建,南平,武夷山市,35,3507,350782,4,武夷,红茶,2,2,4
新庄黄瓜,0,1,0,1,青海,西宁,大通县,63,6301,630121,4,,新庄黄瓜,0,4,4
郑湖水柿,0,0,1,1,福建,三明,沙县,35,3504,350427,4,,郑湖水柿,0,4,4
叶城核桃,0,0,1,1,新疆,喀什,巴楚县,65,6531,653130,4,叶城,核桃,2,2,4
叶城核桃,0,0,1,1,新疆,喀什,泽普县,65,6531,653124,4,叶城,核桃,2,2,4
岚谷熏鹅,1,0,0,1,福建,南平,武夷山市,35,3507,350782,4,,岚谷熏鹅,0,4,4
五夫白莲,1,0,0,1,福建,南平,武夷山市,35,3507,350782,4,,五夫白莲,0,4,4
李庄白酒,0,0,1,1,四川,宜宾,翠屏区,51,5115,511502,4,李庄,白酒,2,2,4
胡阳西红柿,0,1,0,1,山东,临沂,费县,37,3713,371325,5,,胡阳西红柿,0,5,5
武夷山大红袍,1,0,0,1,福建,南平,武夷山市,35,3507,350782,6,武夷山,大红袍,3,3,6
桐木关正山小种,1,0,1,1,福建,南平,武夷山市,35,3507,350782,7,桐木,关正山小种,2,5,7
四鳃鲈鱼,1,0,0,1,江苏,盐城,响水县,32,3209,320921,4,,四鳃鲈鱼,0,4,4
武义铁皮石斛,0,1,0,1,浙江,金华,武义县,33,3307,330723,6,武义,铁皮石斛,2,4,6
煎茶竹丝茄,0,0,1,1,四川,成都,双流区,51,5101,510116,5,煎茶,竹丝茄,2,3,5
要路沟小米,0,0,1,1,辽宁,葫芦岛,建昌县,21,2114,211422,5,要路沟,小米,3,2,5
武义宣莲,1,0,0,1,浙江,金华,武义县,33,3307,330723,4,武义,宣莲,2,2,4
棠溪宝剑,0,0,1,1,河南,驻马店,西平县,41,4117,411721,4,棠溪,宝剑,2,2,4
永丰辣酱,0,0,1,1,湖南,娄底,双峰县,43,4313,431321,4,永丰,辣酱,2,2,4
陵川黑山羊,0,1,0,1,山西,晋城,陵川县,14,1405,140524,5,陵川,黑山羊,2,3,5
隰县玉露香梨,1,0,0,1,山西,临汾,隰县,14,1410,141031,6,隰县,玉露香梨,2,4,6
叶城核桃,0,0,1,1,新疆,喀什,喀什市,65,6531,653101,4,叶城,核桃,2,2,4
河口螃蟹,1,0,0,1,湖北,黄石,西塞山区,42,4202,420203,4,河口,螃蟹,2,2,4
少山红杏,0,1,0,1,山东,青岛,城阳区,37,3702,370214,4,,少山红杏,0,4,4
叶城核桃,0,0,1,1,新疆,喀什,莎车县,65,6531,653125,4,叶城,核桃,2,2,4
叶城核桃,0,0,1,1,新疆,喀什,叶城县,65,6531,653126,4,叶城,核桃,2,2,4
新平腌菜,1,0,0,1,云南,玉溪,新平县,53,5304,530427,4,新平,腌菜,2,2,4
保合梨橙,1,0,0,1,重庆,县,丰都县,50,5002,500230,4,保合,梨橙,2,2,4
茅山螃蟹,0,0,1,1,湖北,黄冈,浠水县,42,4211,421125,4,,茅山螃蟹,0,4,4
巴河莲藕,1,0,1,1,湖北,黄冈,浠水县,42,4211,421125,4,巴河,莲藕,2,2,4
阳江豆豉,0,0,1,1,广东,阳江,江城区,44,4417,441702,4,阳江,豆豉,2,2,4
谢河辣椒,0,0,1,1,湖北,黄冈,浠水县,42,4211,421125,4,谢河,辣椒,2,2,4
许营西瓜,0,1,0,1,山东,聊城,东昌府区,37,3715,371502,4,,许营西瓜,0,4,4
店子秋桃,0,1,0,1,山东,青岛,平度市,37,3702,370283,4,店子,秋桃,2,2,4
芝麻湖藕,0,1,0,1,湖北,黄冈,浠水县,42,4211,421125,4,,芝麻湖藕,0,4,4
望天湖胖头鱼,0,0,1,1,湖北,黄冈,浠水县,42,4211,421125,6,,望天湖胖头鱼,0,6,6
绿杨桥封缸酒,0,0,1,1,湖北,黄冈,浠水县,42,4211,421125,6,,绿杨桥封缸酒,0,6,6
马踏湖莲藕,1,1,0,1,山东,淄博,桓台县,37,3703,370321,5,,马踏湖莲藕,0,5,5
散花藜蒿,0,1,0,1,湖北,黄冈,浠水县,42,4211,421125,4,,散花藜蒿,0,4,4
四子王羊,1,0,0,1,内蒙古,乌兰察布,四子王旗,15,1509,150929,4,四子王,羊,3,1,4
建昌板鸭,0,0,1,1,四川,凉山,西昌市,51,5134,513401,4,建昌,板鸭,2,2,4
武台黄桃,1,0,0,1,山东,临沂,平邑县,37,3713,371326,4,,武台黄桃,0,4,4
武山蒜苗,1,0,0,1,甘肃,天水,武山县,62,6205,620524,4,武山,蒜苗,2,2,4
沙县红边茶,0,1,0,1,福建,三明,沙县,35,3504,350427,5,沙县,红边茶,2,3,5
霞浦沙江牡蛎,1,0,0,1,福建,宁德,霞浦县,35,3509,350921,6,霞浦,沙江牡蛎,2,4,6
霞浦海带,1,0,0,1,福建,宁德,霞浦县,35,3509,350921,4,霞浦,海带,2,2,4
霞浦元宵茶,1,0,0,1,福建,宁德,霞浦县,35,3509,350921,5,霞浦,元宵茶,2,3,5
霞浦晚熟荔枝,0,1,0,1,福建,宁德,霞浦县,35,3509,350921,6,霞浦,晚熟荔枝,2,4,6
霞浦海参,1,0,0,1,福建,宁德,霞浦县,35,3509,350921,4,,霞浦海参,0,4,4
霞浦紫菜,1,0,0,1,福建,宁德,霞浦县,35,3509,350921,4,霞浦,紫菜,2,2,4
大黄埠西瓜,0,1,0,1,山东,青岛,平度市,37,3702,370283,5,,大黄埠西瓜,0,5,5
马连庄甜瓜,0,1,0,1,山东,青岛,莱西市,37,3702,370285,5,马连庄,甜瓜,3,2,5
沂南黄瓜,1,1,0,1,山东,临沂,沂南县,37,3713,371321,4,沂南,黄瓜,2,2,4
宜昌红茶,1,0,0,1,湖北,宜昌,宜都市,42,4205,420581,4,宜昌,红茶,2,2,4
梵净山茶,0,1,0,1,贵州,铜仁,印江县,52,5206,520625,4,梵净山,茶,3,1,4
敖汉苜蓿,1,0,0,1,内蒙古,赤峰,敖汉旗,15,1504,150430,4,敖汉,苜蓿,2,2,4
霞烟鸡,0,0,1,1,广西,玉林,容县,45,4509,450921,3,,霞烟鸡,0,3,3
金沙薏米,1,0,0,1,福建,莆田,仙游县,35,3503,350322,4,金沙,薏米,2,2,4
仙游郑宅茶,1,0,0,1,福建,莆田,仙游县,35,3503,350322,5,仙游,郑宅茶,2,3,5
平武黄牛,1,0,0,1,四川,绵阳,平武县,51,5107,510727,4,平武,黄牛,2,2,4
黑山谷葡萄,1,0,0,1,重庆,市辖区,綦江区,50,5001,500110,5,黑山谷,葡萄,3,2,5
临沂沂蒙黑猪,0,1,0,1,山东,临沂,沂南县,37,3713,371321,6,临沂,沂蒙黑猪,2,4,6
湘阴藠头,0,0,1,1,湖南,岳阳,湘阴县,43,4306,430624,4,湘阴,藠头,2,2,4
樟树港辣椒,1,0,0,1,湖南,岳阳,湘阴县,43,4306,430624,5,樟树,港辣椒,2,3,5
易贡辣椒,0,1,0,1,西藏,林芝,波密县,54,5404,540424,4,,易贡辣椒,0,4,4
李集香葱,0,1,0,1,湖北,武汉,新洲区,42,4201,420117,4,,李集香葱,0,4,4
